Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 7, 'n_head': 6, 'n_kv_head': 6, 'n_embd': 768, 'window_pattern': 'SSSSL'}
Parameter counts:
  wte                     : 6,291,456
  value_embeds            : 25,165,824
  lm_head                 : 6,291,456
  transformer_matrices    : 49,545,984
  scalars                 : 14
  total                   : 87,294,734
Estimated FLOPs per token: 4.199593e+08
Scaling AdamW LRs by 1/sqrt(768/768) = 1.000000
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.011235 | lrm: 1.00 | dt: 10218ms | tok/sec: 25,654 | mfu: 1.1% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.824263 | lrm: 1.00 | dt: 233ms | tok/sec: 1,123,916 | mfu: 47.7% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.149163 | lrm: 1.00 | dt: 235ms | tok/sec: 1,115,385 | mfu: 47.3% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 7.645863 | lrm: 1.00 | dt: 238ms | tok/sec: 1,100,911 | mfu: 46.7% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 7.290730 | lrm: 1.00 | dt: 251ms | tok/sec: 1,042,413 | mfu: 44.2% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.011138 | lrm: 1.00 | dt: 249ms | tok/sec: 1,052,480 | mfu: 44.7% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 6.785216 | lrm: 1.00 | dt: 239ms | tok/sec: 1,097,171 | mfu: 46.6% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 6.602748 | lrm: 1.00 | dt: 238ms | tok/sec: 1,100,839 | mfu: 46.7% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.454481 | lrm: 1.00 | dt: 251ms | tok/sec: 1,043,013 | mfu: 44.3% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.330118 | lrm: 1.00 | dt: 248ms | tok/sec: 1,054,943 | mfu: 44.8% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.228819 | lrm: 1.00 | dt: 241ms | tok/sec: 1,088,576 | mfu: 46.2% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.140055 | lrm: 1.00 | dt: 238ms | tok/sec: 1,099,286 | mfu: 46.7% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 6.058338 | lrm: 1.00 | dt: 248ms | tok/sec: 1,056,924 | mfu: 44.9% | epoch: 1 | remaining: 300s    
step 00013 (0.2%) | loss: 5.992237 | lrm: 1.00 | dt: 246ms | tok/sec: 1,065,057 | mfu: 45.2% | epoch: 1 | remaining: 299s    
step 00152 (11.5%) | loss: 3.536601 | lrm: 1.00 | dt: 244ms | tok/sec: 1,076,306 | mfu: 45.7% | epoch: 1 | remaining: 265s    
step 00153 (11.6%) | loss: 3.534414 | lrm: 1.00 | dt: 241ms | tok/sec: 1,089,991 | mfu: 46.3% | epoch: 1 | remaining: 265s    
step 00154 (11.7%) | loss: 3.533112 | lrm: 1.00 | dt: 244ms | tok/sec: 1,075,441 | mfu: 45.6% | epoch: 1 | remaining: 265s    
step 00155 (11.8%) | loss: 3.534661 | lrm: 1.00 | dt: 244ms | tok/sec: 1,074,178 | mfu: 45.6% | epoch: 1 | remaining: 264s    
step 00156 (11.8%) | loss: 3.535778 | lrm: 1.00 | dt: 245ms | tok/sec: 1,069,292 | mfu: 45.4% | epoch: 1 | remaining: 264s    
step 00157 (11.9%) | loss: 3.526823 | lrm: 1.00 | dt: 246ms | tok/sec: 1,064,389 | mfu: 45.2% | epoch: 1 | remaining: 264s    
step 00158 (12.0%) | loss: 3.520499 | lrm: 1.00 | dt: 241ms | tok/sec: 1,089,630 | mfu: 46.2% | epoch: 1 | remaining: 264s    
step 00159 (12.1%) | loss: 3.516772 | lrm: 1.00 | dt: 246ms | tok/sec: 1,064,679 | mfu: 45.2% | epoch: 1 | remaining: 264s    
step 00160 (12.2%) | loss: 3.513256 | lrm: 1.00 | dt: 244ms | tok/sec: 1,075,356 | mfu: 45.6% | epoch: 1 | remaining: 263s    
step 00161 (12.2%) | loss: 3.509335 | lrm: 1.00 | dt: 245ms | tok/sec: 1,071,231 | mfu: 45.5% | epoch: 1 | remaining: 263s    
step 00162 (12.3%) | loss: 3.506632 | lrm: 1.00 | dt: 245ms | tok/sec: 1,067,851 | mfu: 45.3% | epoch: 1 | remaining: 263s    
step 00163 (12.4%) | loss: 3.501074 | lrm: 1.00 | dt: 243ms | tok/sec: 1,080,232 | mfu: 45.8% | epoch: 1 | remaining: 263s    
step 00164 (12.5%) | loss: 3.500032 | lrm: 1.00 | dt: 244ms | tok/sec: 1,072,739 | mfu: 45.5% | epoch: 1 | remaining: 262s    
step 00165 (12.6%) | loss: 3.494893 | lrm: 1.00 | dt: 241ms | tok/sec: 1,086,530 | mfu: 46.1% | epoch: 1 | remaining: 262s    
step 00166 (12.6%) | loss: 3.493226 | lrm: 1.00 | dt: 246ms | tok/sec: 1,064,651 | mfu: 45.2% | epoch: 1 | remaining: 262s    
step 00167 (12.7%) | loss: 3.489008 | lrm: 1.00 | dt: 243ms | tok/sec: 1,078,791 | mfu: 45.8% | epoch: 1 | remaining: 262s    
step 00168 (12.8%) | loss: 3.485032 | lrm: 1.00 | dt: 242ms | tok/sec: 1,085,476 | mfu: 46.1% | epoch: 1 | remaining: 261s    
step 00169 (12.9%) | loss: 3.482697 | lrm: 1.00 | dt: 244ms | tok/sec: 1,073,718 | mfu: 45.6% | epoch: 1 | remaining: 261s    
step 00170 (13.0%) | loss: 3.476029 | lrm: 1.00 | dt: 246ms | tok/sec: 1,066,948 | mfu: 45.3% | epoch: 1 | remaining: 261s    
step 00171 (13.1%) | loss: 3.479010 | lrm: 1.00 | dt: 243ms | tok/sec: 1,076,656 | mfu: 45.7% | epoch: 1 | remaining: 261s    
step 00172 (13.1%) | loss: 3.479013 | lrm: 1.00 | dt: 244ms | tok/sec: 1,072,805 | mfu: 45.5% | epoch: 1 | remaining: 260s    
step 00173 (13.2%) | loss: 3.476475 | lrm: 1.00 | dt: 243ms | tok/sec: 1,079,870 | mfu: 45.8% | epoch: 1 | remaining: 260s    
step 00174 (13.3%) | loss: 3.472334 | lrm: 1.00 | dt: 245ms | tok/sec: 1,068,478 | mfu: 45.3% | epoch: 1 | remaining: 260s    
step 00175 (13.4%) | loss: 3.469021 | lrm: 1.00 | dt: 246ms | tok/sec: 1,067,333 | mfu: 45.3% | epoch: 1 | remaining: 260s    
step 00176 (13.5%) | loss: 3.468595 | lrm: 1.00 | dt: 244ms | tok/sec: 1,073,279 | mfu: 45.6% | epoch: 1 | remaining: 259s    
step 00177 (13.5%) | loss: 3.462076 | lrm: 1.00 | dt: 243ms | tok/sec: 1,077,542 | mfu: 45.7% | epoch: 1 | remaining: 259s    
step 00178 (13.6%) | loss: 3.462313 | lrm: 1.00 | dt: 243ms | tok/sec: 1,078,535 | mfu: 45.8% | epoch: 1 | remaining: 259s    
step 00179 (13.7%) | loss: 3.455526 | lrm: 1.00 | dt: 248ms | tok/sec: 1,057,980 | mfu: 44.9% | epoch: 1 | remaining: 259s    
step 00180 (13.8%) | loss: 3.450821 | lrm: 1.00 | dt: 242ms | tok/sec: 1,082,878 | mfu: 46.0% | epoch: 1 | remaining: 258s    
step 00181 (13.9%) | loss: 3.449855 | lrm: 1.00 | dt: 245ms | tok/sec: 1,068,449 | mfu: 45.3% | epoch: 1 | remaining: 258s    
step 00182 (14.0%) | loss: 3.449163 | lrm: 1.00 | dt: 242ms | tok/sec: 1,085,385 | mfu: 46.1% | epoch: 1 | remaining: 258s    
step 00183 (14.0%) | loss: 3.446234 | lrm: 1.00 | dt: 244ms | tok/sec: 1,073,947 | mfu: 45.6% | epoch: 1 | remaining: 258s    
step 00184 (14.1%) | loss: 3.442539 | lrm: 1.00 | dt: 245ms | tok/sec: 1,069,484 | mfu: 45.4% | epoch: 1 | remaining: 257s    
step 00185 (14.2%) | loss: 3.438256 | lrm: 1.00 | dt: 244ms | tok/sec: 1,074,436 | mfu: 45.6% | epoch: 1 | remaining: 257s    
step 00186 (14.3%) | loss: 3.438037 | lrm: 1.00 | dt: 246ms | tok/sec: 1,066,725 | mfu: 45.3% | epoch: 1 | remaining: 257s    
step 00187 (14.4%) | loss: 3.438720 | lrm: 1.00 | dt: 241ms | tok/sec: 1,087,860 | mfu: 46.2% | epoch: 1 | remaining: 257s    
step 00188 (14.4%) | loss: 3.435867 | lrm: 1.00 | dt: 247ms | tok/sec: 1,061,203 | mfu: 45.0% | epoch: 1 | remaining: 256s    
step 00189 (14.5%) | loss: 3.434601 | lrm: 1.00 | dt: 243ms | tok/sec: 1,078,044 | mfu: 45.8% | epoch: 1 | remaining: 256s    
step 00190 (14.6%) | loss: 3.436584 | lrm: 1.00 | dt: 244ms | tok/sec: 1,074,458 | mfu: 45.6% | epoch: 1 | remaining: 256s    
step 00191 (14.7%) | loss: 3.436254 | lrm: 1.00 | dt: 244ms | tok/sec: 1,076,246 | mfu: 45.7% | epoch: 1 | remaining: 256s    
step 00192 (14.8%) | loss: 3.436528 | lrm: 1.00 | dt: 245ms | tok/sec: 1,070,992 | mfu: 45.5% | epoch: 1 | remaining: 255s    
step 00193 (14.8%) | loss: 3.438127 | lrm: 1.00 | dt: 247ms | tok/sec: 1,063,353 | mfu: 45.1% | epoch: 1 | remaining: 255s    
step 00194 (14.9%) | loss: 3.431352 | lrm: 1.00 | dt: 245ms | tok/sec: 1,071,644 | mfu: 45.5% | epoch: 1 | remaining: 255s    
step 00195 (15.0%) | loss: 3.425510 | lrm: 1.00 | dt: 244ms | tok/sec: 1,074,965 | mfu: 45.6% | epoch: 1 | remaining: 255s    
step 00196 (15.1%) | loss: 3.423244 | lrm: 1.00 | dt: 244ms | tok/sec: 1,075,696 | mfu: 45.7% | epoch: 1 | remaining: 254s    
step 00197 (15.2%) | loss: 3.423644 | lrm: 1.00 | dt: 246ms | tok/sec: 1,065,266 | mfu: 45.2% | epoch: 1 | remaining: 254s    
step 00198 (15.3%) | loss: 3.419184 | lrm: 1.00 | dt: 244ms | tok/sec: 1,074,576 | mfu: 45.6% | epoch: 1 | remaining: 254s    
step 00199 (15.3%) | loss: 3.415788 | lrm: 1.00 | dt: 245ms | tok/sec: 1,068,074 | mfu: 45.3% | epoch: 1 | remaining: 254s    
step 00200 (15.4%) | loss: 3.413413 | lrm: 1.00 | dt: 243ms | tok/sec: 1,077,628 | mfu: 45.7% | epoch: 1 | remaining: 254s    
step 00201 (15.5%) | loss: 3.412374 | lrm: 1.00 | dt: 245ms | tok/sec: 1,069,639 | mfu: 45.4% | epoch: 1 | remaining: 253s    
step 00202 (15.6%) | loss: 3.410334 | lrm: 1.00 | dt: 245ms | tok/sec: 1,071,235 | mfu: 45.5% | epoch: 1 | remaining: 253s    
step 00203 (15.7%) | loss: 3.404375 | lrm: 1.00 | dt: 245ms | tok/sec: 1,070,318 | mfu: 45.4% | epoch: 1 | remaining: 253s    
step 00204 (15.7%) | loss: 3.399186 | lrm: 1.00 | dt: 244ms | tok/sec: 1,073,039 | mfu: 45.5% | epoch: 1 | remaining: 253s    
step 00205 (15.8%) | loss: 3.395813 | lrm: 1.00 | dt: 245ms | tok/sec: 1,072,091 | mfu: 45.5% | epoch: 1 | remaining: 252s    
step 00206 (15.9%) | loss: 3.391085 | lrm: 1.00 | dt: 242ms | tok/sec: 1,082,410 | mfu: 45.9% | epoch: 1 | remaining: 252s    
step 00207 (16.0%) | loss: 3.390549 | lrm: 1.00 | dt: 244ms | tok/sec: 1,074,942 | mfu: 45.6% | epoch: 1 | remaining: 252s    
step 00208 (16.1%) | loss: 3.379135 | lrm: 1.00 | dt: 245ms | tok/sec: 1,067,828 | mfu: 45.3% | epoch: 1 | remaining: 252s    
step 00209 (16.2%) | loss: 3.371404 | lrm: 1.00 | dt: 244ms | tok/sec: 1,075,393 | mfu: 45.6% | epoch: 1 | remaining: 251s    
step 00210 (16.2%) | loss: 3.367738 | lrm: 1.00 | dt: 242ms | tok/sec: 1,085,112 | mfu: 46.1% | epoch: 1 | remaining: 251s    
step 00211 (16.3%) | loss: 3.368955 | lrm: 1.00 | dt: 245ms | tok/sec: 1,069,346 | mfu: 45.4% | epoch: 1 | remaining: 251s    
step 00212 (16.4%) | loss: 3.366242 | lrm: 1.00 | dt: 244ms | tok/sec: 1,075,477 | mfu: 45.6% | epoch: 1 | remaining: 251s    
step 00213 (16.5%) | loss: 3.369590 | lrm: 1.00 | dt: 244ms | tok/sec: 1,074,587 | mfu: 45.6% | epoch: 1 | remaining: 250s    
step 00214 (16.6%) | loss: 3.368009 | lrm: 1.00 | dt: 244ms | tok/sec: 1,072,967 | mfu: 45.5% | epoch: 1 | remaining: 250s    
step 00215 (16.6%) | loss: 3.364020 | lrm: 1.00 | dt: 241ms | tok/sec: 1,085,748 | mfu: 46.1% | epoch: 1 | remaining: 250s    
step 00216 (16.7%) | loss: 3.364242 | lrm: 1.00 | dt: 244ms | tok/sec: 1,072,431 | mfu: 45.5% | epoch: 1 | remaining: 250s    
step 00217 (16.8%) | loss: 3.365924 | lrm: 1.00 | dt: 244ms | tok/sec: 1,076,008 | mfu: 45.7% | epoch: 1 | remaining: 249s    
step 00218 (16.9%) | loss: 3.366124 | lrm: 1.00 | dt: 246ms | tok/sec: 1,066,357 | mfu: 45.3% | epoch: 1 | remaining: 249s    
step 00219 (17.0%) | loss: 3.359483 | lrm: 1.00 | dt: 243ms | tok/sec: 1,079,902 | mfu: 45.8% | epoch: 1 | remaining: 249s    
step 00220 (17.0%) | loss: 3.358954 | lrm: 1.00 | dt: 244ms | tok/sec: 1,076,027 | mfu: 45.7% | epoch: 1 | remaining: 249s    
step 00221 (17.1%) | loss: 3.358693 | lrm: 1.00 | dt: 245ms | tok/sec: 1,069,332 | mfu: 45.4% | epoch: 1 | remaining: 248s    
step 00222 (17.2%) | loss: 3.355743 | lrm: 1.00 | dt: 244ms | tok/sec: 1,076,014 | mfu: 45.7% | epoch: 1 | remaining: 248s    
step 00223 (17.3%) | loss: 3.357423 | lrm: 1.00 | dt: 242ms | tok/sec: 1,083,442 | mfu: 46.0% | epoch: 1 | remaining: 248s    
step 00224 (17.4%) | loss: 3.361397 | lrm: 1.00 | dt: 246ms | tok/sec: 1,064,266 | mfu: 45.2% | epoch: 1 | remaining: 248s    
step 00225 (17.5%) | loss: 3.362300 | lrm: 1.00 | dt: 242ms | tok/sec: 1,081,469 | mfu: 45.9% | epoch: 1 | remaining: 247s    
step 00226 (17.5%) | loss: 3.362695 | lrm: 1.00 | dt: 244ms | tok/sec: 1,076,079 | mfu: 45.7% | epoch: 1 | remaining: 247s    
step 00227 (17.6%) | loss: 3.358225 | lrm: 1.00 | dt: 243ms | tok/sec: 1,079,190 | mfu: 45.8% | epoch: 1 | remaining: 247s    
step 00228 (17.7%) | loss: 3.360529 | lrm: 1.00 | dt: 243ms | tok/sec: 1,080,032 | mfu: 45.8% | epoch: 1 | remaining: 247s    
step 00229 (17.8%) | loss: 3.354632 | lrm: 1.00 | dt: 243ms | tok/sec: 1,077,268 | mfu: 45.7% | epoch: 1 | remaining: 246s    
step 00230 (17.9%) | loss: 3.359504 | lrm: 1.00 | dt: 245ms | tok/sec: 1,067,893 | mfu: 45.3% | epoch: 1 | remaining: 246s    
step 00231 (17.9%) | loss: 3.359573 | lrm: 1.00 | dt: 241ms | tok/sec: 1,086,656 | mfu: 46.1% | epoch: 1 | remaining: 246s    
step 00232 (18.0%) | loss: 3.358729 | lrm: 1.00 | dt: 244ms | tok/sec: 1,074,272 | mfu: 45.6% | epoch: 1 | remaining: 246s    
step 00233 (18.1%) | loss: 3.356285 | lrm: 1.00 | dt: 243ms | tok/sec: 1,078,923 | mfu: 45.8% | epoch: 1 | remaining: 245s    
step 00234 (18.2%) | loss: 3.351879 | lrm: 1.00 | dt: 244ms | tok/sec: 1,073,177 | mfu: 45.5% | epoch: 1 | remaining: 245s    
step 00235 (18.3%) | loss: 3.354800 | lrm: 1.00 | dt: 243ms | tok/sec: 1,080,760 | mfu: 45.9% | epoch: 1 | remaining: 245s    
step 00236 (18.3%) | loss: 3.359137 | lrm: 1.00 | dt: 244ms | tok/sec: 1,074,169 | mfu: 45.6% | epoch: 1 | remaining: 245s    
step 00237 (18.4%) | loss: 3.360394 | lrm: 1.00 | dt: 243ms | tok/sec: 1,077,678 | mfu: 45.7% | epoch: 1 | remaining: 244s    
step 00238 (18.5%) | loss: 3.356189 | lrm: 1.00 | dt: 244ms | tok/sec: 1,074,026 | mfu: 45.6% | epoch: 1 | remaining: 244s    
step 00239 (18.6%) | loss: 3.352899 | lrm: 1.00 | dt: 242ms | tok/sec: 1,081,403 | mfu: 45.9% | epoch: 1 | remaining: 244s    
step 00240 (18.7%) | loss: 3.352382 | lrm: 1.00 | dt: 242ms | tok/sec: 1,082,577 | mfu: 45.9% | epoch: 1 | remaining: 244s    
step 00241 (18.7%) | loss: 3.352098 | lrm: 1.00 | dt: 243ms | tok/sec: 1,078,376 | mfu: 45.8% | epoch: 1 | remaining: 244s    
step 00242 (18.8%) | loss: 3.353225 | lrm: 1.00 | dt: 245ms | tok/sec: 1,072,103 | mfu: 45.5% | epoch: 1 | remaining: 243s    
step 00243 (18.9%) | loss: 3.347838 | lrm: 1.00 | dt: 243ms | tok/sec: 1,077,595 | mfu: 45.7% | epoch: 1 | remaining: 243s    
step 00244 (19.0%) | loss: 3.337452 | lrm: 1.00 | dt: 243ms | tok/sec: 1,078,006 | mfu: 45.8% | epoch: 1 | remaining: 243s    
step 00245 (19.1%) | loss: 3.330084 | lrm: 1.00 | dt: 244ms | tok/sec: 1,072,442 | mfu: 45.5% | epoch: 1 | remaining: 243s    
step 00246 (19.2%) | loss: 3.327266 | lrm: 1.00 | dt: 244ms | tok/sec: 1,073,541 | mfu: 45.6% | epoch: 1 | remaining: 242s    
step 00247 (19.2%) | loss: 3.325900 | lrm: 1.00 | dt: 244ms | tok/sec: 1,072,335 | mfu: 45.5% | epoch: 1 | remaining: 242s    
step 00248 (19.3%) | loss: 3.325077 | lrm: 1.00 | dt: 241ms | tok/sec: 1,085,552 | mfu: 46.1% | epoch: 1 | remaining: 242s    
step 00249 (19.4%) | loss: 3.327806 | lrm: 1.00 | dt: 244ms | tok/sec: 1,076,272 | mfu: 45.7% | epoch: 1 | remaining: 242s    
step 00250 (19.5%) | loss: 3.328476 | lrm: 1.00 | dt: 245ms | tok/sec: 1,069,091 | mfu: 45.4% | epoch: 1 | remaining: 241s    
step 00251 (19.6%) | loss: 3.329254 | lrm: 1.00 | dt: 243ms | tok/sec: 1,078,865 | mfu: 45.8% | epoch: 1 | remaining: 241s    
step 00252 (19.6%) | loss: 3.324230 | lrm: 1.00 | dt: 243ms | tok/sec: 1,078,097 | mfu: 45.8% | epoch: 1 | remaining: 241s    
step 00253 (19.7%) | loss: 3.321965 | lrm: 1.00 | dt: 244ms | tok/sec: 1,073,365 | mfu: 45.6% | epoch: 1 | remaining: 241s    
step 00254 (19.8%) | loss: 3.317646 | lrm: 1.00 | dt: 245ms | tok/sec: 1,071,698 | mfu: 45.5% | epoch: 1 | remaining: 240s    
step 00255 (19.9%) | loss: 3.320308 | lrm: 1.00 | dt: 243ms | tok/sec: 1,077,751 | mfu: 45.7% | epoch: 1 | remaining: 240s    
step 00256 (20.0%) | loss: 3.314735 | lrm: 1.00 | dt: 243ms | tok/sec: 1,078,835 | mfu: 45.8% | epoch: 1 | remaining: 240s    
step 00257 (20.0%) | loss: 3.312692 | lrm: 1.00 | dt: 244ms | tok/sec: 1,075,846 | mfu: 45.7% | epoch: 1 | remaining: 240s    
step 00258 (20.1%) | loss: 3.313807 | lrm: 1.00 | dt: 245ms | tok/sec: 1,070,900 | mfu: 45.5% | epoch: 1 | remaining: 239s    
step 00259 (20.2%) | loss: 3.310310 | lrm: 1.00 | dt: 242ms | tok/sec: 1,082,778 | mfu: 46.0% | epoch: 1 | remaining: 239s    
step 00260 (20.3%) | loss: 3.306921 | lrm: 1.00 | dt: 245ms | tok/sec: 1,069,131 | mfu: 45.4% | epoch: 1 | remaining: 239s    
step 00261 (20.4%) | loss: 3.305921 | lrm: 1.00 | dt: 244ms | tok/sec: 1,074,589 | mfu: 45.6% | epoch: 1 | remaining: 239s    
step 00262 (20.5%) | loss: 3.306464 | lrm: 1.00 | dt: 243ms | tok/sec: 1,078,946 | mfu: 45.8% | epoch: 1 | remaining: 238s    
step 00263 (20.5%) | loss: 3.304772 | lrm: 1.00 | dt: 246ms | tok/sec: 1,067,202 | mfu: 45.3% | epoch: 1 | remaining: 238s    
step 00264 (20.6%) | loss: 3.302912 | lrm: 1.00 | dt: 245ms | tok/sec: 1,071,683 | mfu: 45.5% | epoch: 1 | remaining: 238s    
step 00265 (20.7%) | loss: 3.302012 | lrm: 1.00 | dt: 245ms | tok/sec: 1,070,032 | mfu: 45.4% | epoch: 1 | remaining: 238s    
step 00266 (20.8%) | loss: 3.299483 | lrm: 1.00 | dt: 242ms | tok/sec: 1,084,482 | mfu: 46.0% | epoch: 1 | remaining: 237s    
step 00267 (20.9%) | loss: 3.297370 | lrm: 1.00 | dt: 243ms | tok/sec: 1,078,168 | mfu: 45.8% | epoch: 1 | remaining: 237s    
step 00268 (20.9%) | loss: 3.300473 | lrm: 1.00 | dt: 245ms | tok/sec: 1,071,237 | mfu: 45.5% | epoch: 1 | remaining: 237s    
step 00269 (21.0%) | loss: 3.298348 | lrm: 1.00 | dt: 244ms | tok/sec: 1,074,971 | mfu: 45.6% | epoch: 1 | remaining: 237s    
step 00270 (21.1%) | loss: 3.291817 | lrm: 1.00 | dt: 244ms | tok/sec: 1,076,305 | mfu: 45.7% | epoch: 1 | remaining: 236s    
step 00271 (21.2%) | loss: 3.293294 | lrm: 1.00 | dt: 242ms | tok/sec: 1,083,745 | mfu: 46.0% | epoch: 1 | remaining: 236s    
step 00272 (21.3%) | loss: 3.289729 | lrm: 1.00 | dt: 243ms | tok/sec: 1,076,735 | mfu: 45.7% | epoch: 1 | remaining: 236s    
step 00273 (21.3%) | loss: 3.286149 | lrm: 1.00 | dt: 245ms | tok/sec: 1,069,394 | mfu: 45.4% | epoch: 1 | remaining: 236s    
step 00274 (21.4%) | loss: 3.280439 | lrm: 1.00 | dt: 243ms | tok/sec: 1,077,312 | mfu: 45.7% | epoch: 1 | remaining: 235s    
step 00275 (21.5%) | loss: 3.281075 | lrm: 1.00 | dt: 243ms | tok/sec: 1,080,660 | mfu: 45.9% | epoch: 1 | remaining: 235s    
step 00276 (21.6%) | loss: 3.279493 | lrm: 1.00 | dt: 245ms | tok/sec: 1,070,041 | mfu: 45.4% | epoch: 1 | remaining: 235s    
step 00277 (21.7%) | loss: 3.274762 | lrm: 1.00 | dt: 244ms | tok/sec: 1,076,117 | mfu: 45.7% | epoch: 1 | remaining: 235s    
step 00278 (21.8%) | loss: 3.279279 | lrm: 1.00 | dt: 243ms | tok/sec: 1,078,654 | mfu: 45.8% | epoch: 1 | remaining: 234s    
step 00279 (21.8%) | loss: 3.273579 | lrm: 1.00 | dt: 244ms | tok/sec: 1,073,024 | mfu: 45.5% | epoch: 1 | remaining: 234s    
step 00280 (21.9%) | loss: 3.267084 | lrm: 1.00 | dt: 244ms | tok/sec: 1,072,190 | mfu: 45.5% | epoch: 1 | remaining: 234s    
step 00281 (22.0%) | loss: 3.265708 | lrm: 1.00 | dt: 244ms | tok/sec: 1,072,779 | mfu: 45.5% | epoch: 1 | remaining: 234s    
step 00282 (22.1%) | loss: 3.261437 | lrm: 1.00 | dt: 245ms | tok/sec: 1,071,395 | mfu: 45.5% | epoch: 1 | remaining: 234s    
step 00283 (22.2%) | loss: 3.260420 | lrm: 1.00 | dt: 242ms | tok/sec: 1,082,573 | mfu: 45.9% | epoch: 1 | remaining: 233s    
step 00284 (22.2%) | loss: 3.260364 | lrm: 1.00 | dt: 245ms | tok/sec: 1,067,903 | mfu: 45.3% | epoch: 1 | remaining: 233s    
step 00285 (22.3%) | loss: 3.261939 | lrm: 1.00 | dt: 243ms | tok/sec: 1,077,507 | mfu: 45.7% | epoch: 1 | remaining: 233s    
step 00286 (22.4%) | loss: 3.262142 | lrm: 1.00 | dt: 243ms | tok/sec: 1,079,277 | mfu: 45.8% | epoch: 1 | remaining: 233s    
step 00287 (22.5%) | loss: 3.263827 | lrm: 1.00 | dt: 242ms | tok/sec: 1,084,708 | mfu: 46.0% | epoch: 1 | remaining: 232s    
step 00288 (22.6%) | loss: 3.261007 | lrm: 1.00 | dt: 242ms | tok/sec: 1,083,030 | mfu: 46.0% | epoch: 1 | remaining: 232s    
step 00289 (22.6%) | loss: 3.259901 | lrm: 1.00 | dt: 245ms | tok/sec: 1,069,685 | mfu: 45.4% | epoch: 1 | remaining: 232s    
step 00290 (22.7%) | loss: 3.268226 | lrm: 1.00 | dt: 242ms | tok/sec: 1,081,817 | mfu: 45.9% | epoch: 1 | remaining: 232s    
step 00291 (22.8%) | loss: 3.268634 | lrm: 1.00 | dt: 243ms | tok/sec: 1,077,813 | mfu: 45.7% | epoch: 1 | remaining: 231s    
step 00292 (22.9%) | loss: 3.265817 | lrm: 1.00 | dt: 245ms | tok/sec: 1,069,945 | mfu: 45.4% | epoch: 1 | remaining: 231s    
step 00293 (23.0%) | loss: 3.266388 | lrm: 1.00 | dt: 242ms | tok/sec: 1,083,878 | mfu: 46.0% | epoch: 1 | remaining: 231s    
step 00294 (23.1%) | loss: 3.264717 | lrm: 1.00 | dt: 242ms | tok/sec: 1,084,233 | mfu: 46.0% | epoch: 1 | remaining: 231s    
step 00295 (23.1%) | loss: 3.267343 | lrm: 1.00 | dt: 242ms | tok/sec: 1,083,037 | mfu: 46.0% | epoch: 1 | remaining: 230s    
step 00296 (23.2%) | loss: 3.268995 | lrm: 1.00 | dt: 245ms | tok/sec: 1,068,598 | mfu: 45.4% | epoch: 1 | remaining: 230s    
step 00297 (23.3%) | loss: 3.271915 | lrm: 1.00 | dt: 245ms | tok/sec: 1,072,008 | mfu: 45.5% | epoch: 1 | remaining: 230s    
step 00298 (23.4%) | loss: 3.267004 | lrm: 1.00 | dt: 245ms | tok/sec: 1,068,347 | mfu: 45.3% | epoch: 1 | remaining: 230s    
step 00299 (23.5%) | loss: 3.266960 | lrm: 1.00 | dt: 242ms | tok/sec: 1,083,538 | mfu: 46.0% | epoch: 1 | remaining: 229s    
step 00300 (23.5%) | loss: 3.258682 | lrm: 1.00 | dt: 243ms | tok/sec: 1,079,469 | mfu: 45.8% | epoch: 1 | remaining: 229s    
step 00301 (23.6%) | loss: 3.254343 | lrm: 1.00 | dt: 245ms | tok/sec: 1,072,113 | mfu: 45.5% | epoch: 1 | remaining: 229s    
step 00302 (23.7%) | loss: 3.253526 | lrm: 1.00 | dt: 243ms | tok/sec: 1,079,129 | mfu: 45.8% | epoch: 1 | remaining: 229s    
step 00303 (23.8%) | loss: 3.254749 | lrm: 1.00 | dt: 244ms | tok/sec: 1,074,658 | mfu: 45.6% | epoch: 1 | remaining: 228s    
step 00304 (23.9%) | loss: 3.256502 | lrm: 1.00 | dt: 242ms | tok/sec: 1,081,056 | mfu: 45.9% | epoch: 1 | remaining: 228s    
step 00305 (23.9%) | loss: 3.255322 | lrm: 1.00 | dt: 244ms | tok/sec: 1,076,018 | mfu: 45.7% | epoch: 1 | remaining: 228s    
step 00306 (24.0%) | loss: 3.252416 | lrm: 1.00 | dt: 243ms | tok/sec: 1,079,151 | mfu: 45.8% | epoch: 1 | remaining: 228s    
