Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 9, 'n_head': 5, 'n_kv_head': 5, 'n_embd': 640, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 5,242,880
  value_embeds            : 26,214,400
  lm_head                 : 5,242,880
  transformer_matrices    : 44,237,200
  scalars                 : 18
  total                   : 80,937,378
Estimated FLOPs per token: 3.912523e+08
Scaling AdamW LRs by 1/sqrt(640/768) = 1.095445
Time budget: 300s
Gradient accumulation steps: 1
step 00000 (0.0%) | loss: 9.011348 | lrm: 1.00 | dt: 12228ms | tok/sec: 10,718 | mfu: 0.4% | epoch: 1 | remaining: 300s    
step 00396 (16.1%) | loss: 3.325487 | lrm: 0.84 | dt: 126ms | tok/sec: 1,039,817 | mfu: 41.1% | epoch: 1 | remaining: 251s    
step 00397 (16.2%) | loss: 3.320446 | lrm: 0.84 | dt: 125ms | tok/sec: 1,048,182 | mfu: 41.4% | epoch: 1 | remaining: 251s    
step 00398 (16.2%) | loss: 3.315884 | lrm: 0.84 | dt: 126ms | tok/sec: 1,038,537 | mfu: 41.1% | epoch: 1 | remaining: 251s    
step 00399 (16.3%) | loss: 3.316584 | lrm: 0.84 | dt: 125ms | tok/sec: 1,051,878 | mfu: 41.6% | epoch: 1 | remaining: 251s    
step 00400 (16.3%) | loss: 3.319857 | lrm: 0.84 | dt: 126ms | tok/sec: 1,037,118 | mfu: 41.0% | epoch: 1 | remaining: 251s    
step 00401 (16.3%) | loss: 3.315235 | lrm: 0.84 | dt: 124ms | tok/sec: 1,053,999 | mfu: 41.7% | epoch: 1 | remaining: 251s    
step 00402 (16.4%) | loss: 3.313229 | lrm: 0.84 | dt: 127ms | tok/sec: 1,030,727 | mfu: 40.8% | epoch: 1 | remaining: 251s    
step 00403 (16.4%) | loss: 3.315132 | lrm: 0.84 | dt: 125ms | tok/sec: 1,044,994 | mfu: 41.3% | epoch: 1 | remaining: 251s    
step 00404 (16.5%) | loss: 3.317997 | lrm: 0.84 | dt: 125ms | tok/sec: 1,045,097 | mfu: 41.3% | epoch: 1 | remaining: 250s    
step 00405 (16.5%) | loss: 3.312902 | lrm: 0.83 | dt: 126ms | tok/sec: 1,043,209 | mfu: 41.2% | epoch: 1 | remaining: 250s    
step 00406 (16.6%) | loss: 3.303138 | lrm: 0.83 | dt: 127ms | tok/sec: 1,028,809 | mfu: 40.7% | epoch: 1 | remaining: 250s    
step 00407 (16.6%) | loss: 3.303331 | lrm: 0.83 | dt: 124ms | tok/sec: 1,054,707 | mfu: 41.7% | epoch: 1 | remaining: 250s    
step 00408 (16.6%) | loss: 3.298955 | lrm: 0.83 | dt: 125ms | tok/sec: 1,050,433 | mfu: 41.5% | epoch: 1 | remaining: 250s    
step 00409 (16.7%) | loss: 3.295146 | lrm: 0.83 | dt: 126ms | tok/sec: 1,039,399 | mfu: 41.1% | epoch: 1 | remaining: 250s    
step 00410 (16.7%) | loss: 3.293469 | lrm: 0.83 | dt: 126ms | tok/sec: 1,038,160 | mfu: 41.0% | epoch: 1 | remaining: 250s    
step 00411 (16.8%) | loss: 3.292229 | lrm: 0.83 | dt: 125ms | tok/sec: 1,049,863 | mfu: 41.5% | epoch: 1 | remaining: 250s    
step 00412 (16.8%) | loss: 3.288637 | lrm: 0.83 | dt: 127ms | tok/sec: 1,029,557 | mfu: 40.7% | epoch: 1 | remaining: 249s    
step 00413 (16.8%) | loss: 3.285788 | lrm: 0.83 | dt: 126ms | tok/sec: 1,039,821 | mfu: 41.1% | epoch: 1 | remaining: 249s    
step 00414 (16.9%) | loss: 3.286172 | lrm: 0.83 | dt: 125ms | tok/sec: 1,044,855 | mfu: 41.3% | epoch: 1 | remaining: 249s    
step 00415 (16.9%) | loss: 3.288465 | lrm: 0.83 | dt: 125ms | tok/sec: 1,048,058 | mfu: 41.4% | epoch: 1 | remaining: 249s    
step 00416 (17.0%) | loss: 3.280908 | lrm: 0.83 | dt: 125ms | tok/sec: 1,051,186 | mfu: 41.6% | epoch: 1 | remaining: 249s    
step 00417 (17.0%) | loss: 3.268752 | lrm: 0.83 | dt: 126ms | tok/sec: 1,041,148 | mfu: 41.2% | epoch: 1 | remaining: 249s    
step 00418 (17.1%) | loss: 3.261976 | lrm: 0.83 | dt: 126ms | tok/sec: 1,042,390 | mfu: 41.2% | epoch: 1 | remaining: 249s    
step 00419 (17.1%) | loss: 3.258013 | lrm: 0.83 | dt: 124ms | tok/sec: 1,053,692 | mfu: 41.7% | epoch: 1 | remaining: 249s    
step 00420 (17.1%) | loss: 3.257849 | lrm: 0.83 | dt: 125ms | tok/sec: 1,044,464 | mfu: 41.3% | epoch: 1 | remaining: 248s    
step 00421 (17.2%) | loss: 3.256489 | lrm: 0.83 | dt: 125ms | tok/sec: 1,049,316 | mfu: 41.5% | epoch: 1 | remaining: 248s    
step 00422 (17.2%) | loss: 3.254439 | lrm: 0.83 | dt: 124ms | tok/sec: 1,055,404 | mfu: 41.7% | epoch: 1 | remaining: 248s    
step 00423 (17.3%) | loss: 3.264394 | lrm: 0.83 | dt: 124ms | tok/sec: 1,053,236 | mfu: 41.6% | epoch: 1 | remaining: 248s    
step 00424 (17.3%) | loss: 3.260510 | lrm: 0.83 | dt: 126ms | tok/sec: 1,042,297 | mfu: 41.2% | epoch: 1 | remaining: 248s    
step 00425 (17.3%) | loss: 3.262210 | lrm: 0.83 | dt: 125ms | tok/sec: 1,048,406 | mfu: 41.5% | epoch: 1 | remaining: 248s    
step 00426 (17.4%) | loss: 3.265908 | lrm: 0.83 | dt: 125ms | tok/sec: 1,050,979 | mfu: 41.6% | epoch: 1 | remaining: 248s    
step 00427 (17.4%) | loss: 3.270231 | lrm: 0.83 | dt: 125ms | tok/sec: 1,052,748 | mfu: 41.6% | epoch: 1 | remaining: 248s    
step 00428 (17.5%) | loss: 3.272108 | lrm: 0.83 | dt: 125ms | tok/sec: 1,048,596 | mfu: 41.5% | epoch: 1 | remaining: 247s    
step 00429 (17.5%) | loss: 3.268764 | lrm: 0.82 | dt: 125ms | tok/sec: 1,046,398 | mfu: 41.4% | epoch: 1 | remaining: 247s    
step 00430 (17.6%) | loss: 3.266641 | lrm: 0.82 | dt: 126ms | tok/sec: 1,041,456 | mfu: 41.2% | epoch: 1 | remaining: 247s    
step 00431 (17.6%) | loss: 3.264266 | lrm: 0.82 | dt: 126ms | tok/sec: 1,043,336 | mfu: 41.3% | epoch: 1 | remaining: 247s    
step 00432 (17.6%) | loss: 3.269799 | lrm: 0.82 | dt: 128ms | tok/sec: 1,026,276 | mfu: 40.6% | epoch: 1 | remaining: 247s    
step 00433 (17.7%) | loss: 3.268488 | lrm: 0.82 | dt: 125ms | tok/sec: 1,047,624 | mfu: 41.4% | epoch: 1 | remaining: 247s    
step 00434 (17.7%) | loss: 3.274398 | lrm: 0.82 | dt: 124ms | tok/sec: 1,053,753 | mfu: 41.7% | epoch: 1 | remaining: 247s    
step 00435 (17.8%) | loss: 3.271773 | lrm: 0.82 | dt: 126ms | tok/sec: 1,036,420 | mfu: 41.0% | epoch: 1 | remaining: 247s    
step 00436 (17.8%) | loss: 3.277008 | lrm: 0.82 | dt: 125ms | tok/sec: 1,050,447 | mfu: 41.5% | epoch: 1 | remaining: 246s    
step 00437 (17.8%) | loss: 3.272731 | lrm: 0.82 | dt: 125ms | tok/sec: 1,046,336 | mfu: 41.4% | epoch: 1 | remaining: 246s    
step 00438 (17.9%) | loss: 3.267529 | lrm: 0.82 | dt: 127ms | tok/sec: 1,034,197 | mfu: 40.9% | epoch: 1 | remaining: 246s    
step 00439 (17.9%) | loss: 3.263109 | lrm: 0.82 | dt: 125ms | tok/sec: 1,047,393 | mfu: 41.4% | epoch: 1 | remaining: 246s    
step 00440 (18.0%) | loss: 3.266560 | lrm: 0.82 | dt: 125ms | tok/sec: 1,050,264 | mfu: 41.5% | epoch: 1 | remaining: 246s    
step 00441 (18.0%) | loss: 3.265351 | lrm: 0.82 | dt: 124ms | tok/sec: 1,055,402 | mfu: 41.7% | epoch: 1 | remaining: 246s    
step 00442 (18.1%) | loss: 3.266007 | lrm: 0.82 | dt: 124ms | tok/sec: 1,053,464 | mfu: 41.7% | epoch: 1 | remaining: 246s    
step 00443 (18.1%) | loss: 3.267288 | lrm: 0.82 | dt: 126ms | tok/sec: 1,037,298 | mfu: 41.0% | epoch: 1 | remaining: 246s    
step 00444 (18.1%) | loss: 3.264778 | lrm: 0.82 | dt: 125ms | tok/sec: 1,051,385 | mfu: 41.6% | epoch: 1 | remaining: 245s    
step 00445 (18.2%) | loss: 3.262992 | lrm: 0.82 | dt: 125ms | tok/sec: 1,050,866 | mfu: 41.6% | epoch: 1 | remaining: 245s    
step 00446 (18.2%) | loss: 3.265554 | lrm: 0.82 | dt: 126ms | tok/sec: 1,042,017 | mfu: 41.2% | epoch: 1 | remaining: 245s    
step 00447 (18.3%) | loss: 3.267453 | lrm: 0.82 | dt: 125ms | tok/sec: 1,050,226 | mfu: 41.5% | epoch: 1 | remaining: 245s    
step 00448 (18.3%) | loss: 3.273191 | lrm: 0.82 | dt: 125ms | tok/sec: 1,047,744 | mfu: 41.4% | epoch: 1 | remaining: 245s    
step 00449 (18.3%) | loss: 3.275536 | lrm: 0.82 | dt: 123ms | tok/sec: 1,061,839 | mfu: 42.0% | epoch: 1 | remaining: 245s    
step 00450 (18.4%) | loss: 3.273595 | lrm: 0.82 | dt: 126ms | tok/sec: 1,038,456 | mfu: 41.1% | epoch: 1 | remaining: 245s    
step 00451 (18.4%) | loss: 3.277534 | lrm: 0.82 | dt: 128ms | tok/sec: 1,027,269 | mfu: 40.6% | epoch: 1 | remaining: 245s    
step 00452 (18.5%) | loss: 3.271147 | lrm: 0.82 | dt: 125ms | tok/sec: 1,048,792 | mfu: 41.5% | epoch: 1 | remaining: 244s    
step 00453 (18.5%) | loss: 3.277464 | lrm: 0.81 | dt: 125ms | tok/sec: 1,047,199 | mfu: 41.4% | epoch: 1 | remaining: 244s    
step 00454 (18.6%) | loss: 3.269254 | lrm: 0.81 | dt: 124ms | tok/sec: 1,055,031 | mfu: 41.7% | epoch: 1 | remaining: 244s    
step 00455 (18.6%) | loss: 3.271108 | lrm: 0.81 | dt: 126ms | tok/sec: 1,043,041 | mfu: 41.2% | epoch: 1 | remaining: 244s    
step 00456 (18.6%) | loss: 3.277989 | lrm: 0.81 | dt: 125ms | tok/sec: 1,048,996 | mfu: 41.5% | epoch: 1 | remaining: 244s    
step 00457 (18.7%) | loss: 3.277085 | lrm: 0.81 | dt: 125ms | tok/sec: 1,050,862 | mfu: 41.6% | epoch: 1 | remaining: 244s    
step 00458 (18.7%) | loss: 3.271022 | lrm: 0.81 | dt: 125ms | tok/sec: 1,046,701 | mfu: 41.4% | epoch: 1 | remaining: 244s    
step 00459 (18.8%) | loss: 3.266534 | lrm: 0.81 | dt: 125ms | tok/sec: 1,046,763 | mfu: 41.4% | epoch: 1 | remaining: 244s    
step 00460 (18.8%) | loss: 3.272431 | lrm: 0.81 | dt: 125ms | tok/sec: 1,052,250 | mfu: 41.6% | epoch: 1 | remaining: 243s    
step 00461 (18.8%) | loss: 3.277720 | lrm: 0.81 | dt: 126ms | tok/sec: 1,038,140 | mfu: 41.0% | epoch: 1 | remaining: 243s    
step 00462 (18.9%) | loss: 3.276745 | lrm: 0.81 | dt: 125ms | tok/sec: 1,046,376 | mfu: 41.4% | epoch: 1 | remaining: 243s    
step 00463 (18.9%) | loss: 3.278594 | lrm: 0.81 | dt: 125ms | tok/sec: 1,049,078 | mfu: 41.5% | epoch: 1 | remaining: 243s    
step 00464 (19.0%) | loss: 3.280977 | lrm: 0.81 | dt: 124ms | tok/sec: 1,053,571 | mfu: 41.7% | epoch: 1 | remaining: 243s    
step 00465 (19.0%) | loss: 3.276223 | lrm: 0.81 | dt: 125ms | tok/sec: 1,048,988 | mfu: 41.5% | epoch: 1 | remaining: 243s    
step 00466 (19.1%) | loss: 3.279102 | lrm: 0.81 | dt: 126ms | tok/sec: 1,041,652 | mfu: 41.2% | epoch: 1 | remaining: 243s    
step 00467 (19.1%) | loss: 3.271353 | lrm: 0.81 | dt: 128ms | tok/sec: 1,025,826 | mfu: 40.6% | epoch: 1 | remaining: 243s    
step 00468 (19.1%) | loss: 3.264283 | lrm: 0.81 | dt: 125ms | tok/sec: 1,050,475 | mfu: 41.5% | epoch: 1 | remaining: 242s    
step 00469 (19.2%) | loss: 3.263725 | lrm: 0.81 | dt: 125ms | tok/sec: 1,049,540 | mfu: 41.5% | epoch: 1 | remaining: 242s    
step 00470 (19.2%) | loss: 3.264255 | lrm: 0.81 | dt: 125ms | tok/sec: 1,045,030 | mfu: 41.3% | epoch: 1 | remaining: 242s    
step 00471 (19.3%) | loss: 3.269301 | lrm: 0.81 | dt: 125ms | tok/sec: 1,045,962 | mfu: 41.4% | epoch: 1 | remaining: 242s    
step 00472 (19.3%) | loss: 3.276463 | lrm: 0.81 | dt: 125ms | tok/sec: 1,046,518 | mfu: 41.4% | epoch: 1 | remaining: 242s    
step 00473 (19.4%) | loss: 3.275232 | lrm: 0.81 | dt: 125ms | tok/sec: 1,048,216 | mfu: 41.4% | epoch: 1 | remaining: 242s    
step 00474 (19.4%) | loss: 3.277011 | lrm: 0.81 | dt: 125ms | tok/sec: 1,047,658 | mfu: 41.4% | epoch: 1 | remaining: 242s    
step 00475 (19.4%) | loss: 3.274920 | lrm: 0.81 | dt: 125ms | tok/sec: 1,052,188 | mfu: 41.6% | epoch: 1 | remaining: 242s    
step 00476 (19.5%) | loss: 3.267546 | lrm: 0.81 | dt: 124ms | tok/sec: 1,054,877 | mfu: 41.7% | epoch: 1 | remaining: 241s    
step 00477 (19.5%) | loss: 3.265891 | lrm: 0.80 | dt: 127ms | tok/sec: 1,034,982 | mfu: 40.9% | epoch: 1 | remaining: 241s    
step 00478 (19.6%) | loss: 3.260171 | lrm: 0.80 | dt: 125ms | tok/sec: 1,052,226 | mfu: 41.6% | epoch: 1 | remaining: 241s    
step 00479 (19.6%) | loss: 3.260847 | lrm: 0.80 | dt: 125ms | tok/sec: 1,048,534 | mfu: 41.5% | epoch: 1 | remaining: 241s    
step 00480 (19.6%) | loss: 3.258554 | lrm: 0.80 | dt: 125ms | tok/sec: 1,046,468 | mfu: 41.4% | epoch: 1 | remaining: 241s    
step 00481 (19.7%) | loss: 3.261722 | lrm: 0.80 | dt: 127ms | tok/sec: 1,029,898 | mfu: 40.7% | epoch: 1 | remaining: 241s    
step 00482 (19.7%) | loss: 3.260538 | lrm: 0.80 | dt: 125ms | tok/sec: 1,046,042 | mfu: 41.4% | epoch: 1 | remaining: 241s    
step 00483 (19.8%) | loss: 3.261325 | lrm: 0.80 | dt: 127ms | tok/sec: 1,033,406 | mfu: 40.9% | epoch: 1 | remaining: 241s    
step 00484 (19.8%) | loss: 3.262508 | lrm: 0.80 | dt: 124ms | tok/sec: 1,056,215 | mfu: 41.8% | epoch: 1 | remaining: 240s    
step 00485 (19.9%) | loss: 3.264333 | lrm: 0.80 | dt: 126ms | tok/sec: 1,038,627 | mfu: 41.1% | epoch: 1 | remaining: 240s    
step 00486 (19.9%) | loss: 3.258696 | lrm: 0.80 | dt: 126ms | tok/sec: 1,043,160 | mfu: 41.2% | epoch: 1 | remaining: 240s    
step 00487 (19.9%) | loss: 3.255172 | lrm: 0.80 | dt: 126ms | tok/sec: 1,038,578 | mfu: 41.1% | epoch: 1 | remaining: 240s    
step 00488 (20.0%) | loss: 3.250231 | lrm: 0.80 | dt: 125ms | tok/sec: 1,045,483 | mfu: 41.3% | epoch: 1 | remaining: 240s    
step 00489 (20.0%) | loss: 3.235838 | lrm: 0.80 | dt: 125ms | tok/sec: 1,049,913 | mfu: 41.5% | epoch: 1 | remaining: 240s    
step 00490 (20.1%) | loss: 3.227597 | lrm: 0.80 | dt: 126ms | tok/sec: 1,038,951 | mfu: 41.1% | epoch: 1 | remaining: 240s    
step 00491 (20.1%) | loss: 3.225689 | lrm: 0.80 | dt: 125ms | tok/sec: 1,049,440 | mfu: 41.5% | epoch: 1 | remaining: 240s    
step 00492 (20.1%) | loss: 3.223799 | lrm: 0.80 | dt: 125ms | tok/sec: 1,051,979 | mfu: 41.6% | epoch: 1 | remaining: 239s    
step 00493 (20.2%) | loss: 3.224642 | lrm: 0.80 | dt: 125ms | tok/sec: 1,045,022 | mfu: 41.3% | epoch: 1 | remaining: 239s    
step 00494 (20.2%) | loss: 3.222273 | lrm: 0.80 | dt: 124ms | tok/sec: 1,053,010 | mfu: 41.6% | epoch: 1 | remaining: 239s    
step 00495 (20.3%) | loss: 3.227098 | lrm: 0.80 | dt: 124ms | tok/sec: 1,054,788 | mfu: 41.7% | epoch: 1 | remaining: 239s    
step 00496 (20.3%) | loss: 3.225669 | lrm: 0.80 | dt: 126ms | tok/sec: 1,041,723 | mfu: 41.2% | epoch: 1 | remaining: 239s    
step 00497 (20.4%) | loss: 3.228714 | lrm: 0.80 | dt: 126ms | tok/sec: 1,041,563 | mfu: 41.2% | epoch: 1 | remaining: 239s    
step 00498 (20.4%) | loss: 3.234051 | lrm: 0.80 | dt: 125ms | tok/sec: 1,051,731 | mfu: 41.6% | epoch: 1 | remaining: 239s    
step 00499 (20.4%) | loss: 3.237114 | lrm: 0.80 | dt: 124ms | tok/sec: 1,058,835 | mfu: 41.9% | epoch: 1 | remaining: 239s    
step 00500 (20.5%) | loss: 3.239194 | lrm: 0.80 | dt: 125ms | tok/sec: 1,048,916 | mfu: 41.5% | epoch: 1 | remaining: 238s    
step 00501 (20.5%) | loss: 3.238284 | lrm: 0.79 | dt: 125ms | tok/sec: 1,046,123 | mfu: 41.4% | epoch: 1 | remaining: 238s    
step 00502 (20.6%) | loss: 3.238908 | lrm: 0.79 | dt: 126ms | tok/sec: 1,036,205 | mfu: 41.0% | epoch: 1 | remaining: 238s    
step 00503 (20.6%) | loss: 3.239850 | lrm: 0.79 | dt: 124ms | tok/sec: 1,057,417 | mfu: 41.8% | epoch: 1 | remaining: 238s    
step 00504 (20.6%) | loss: 3.233706 | lrm: 0.79 | dt: 124ms | tok/sec: 1,053,363 | mfu: 41.7% | epoch: 1 | remaining: 238s    
step 00505 (20.7%) | loss: 3.231051 | lrm: 0.79 | dt: 126ms | tok/sec: 1,036,954 | mfu: 41.0% | epoch: 1 | remaining: 238s    
step 00506 (20.7%) | loss: 3.229349 | lrm: 0.79 | dt: 126ms | tok/sec: 1,044,019 | mfu: 41.3% | epoch: 1 | remaining: 238s    
step 00507 (20.8%) | loss: 3.230582 | lrm: 0.79 | dt: 125ms | tok/sec: 1,051,920 | mfu: 41.6% | epoch: 1 | remaining: 238s    
step 00508 (20.8%) | loss: 3.228480 | lrm: 0.79 | dt: 125ms | tok/sec: 1,049,370 | mfu: 41.5% | epoch: 1 | remaining: 237s    
step 00509 (20.9%) | loss: 3.225268 | lrm: 0.79 | dt: 125ms | tok/sec: 1,050,152 | mfu: 41.5% | epoch: 1 | remaining: 237s    
step 00510 (20.9%) | loss: 3.230719 | lrm: 0.79 | dt: 125ms | tok/sec: 1,049,300 | mfu: 41.5% | epoch: 1 | remaining: 237s    
step 00511 (20.9%) | loss: 3.232590 | lrm: 0.79 | dt: 125ms | tok/sec: 1,050,204 | mfu: 41.5% | epoch: 1 | remaining: 237s    
step 00512 (21.0%) | loss: 3.227768 | lrm: 0.79 | dt: 126ms | tok/sec: 1,044,327 | mfu: 41.3% | epoch: 1 | remaining: 237s    
step 00513 (21.0%) | loss: 3.221790 | lrm: 0.79 | dt: 125ms | tok/sec: 1,045,113 | mfu: 41.3% | epoch: 1 | remaining: 237s    
step 00514 (21.1%) | loss: 3.222555 | lrm: 0.79 | dt: 125ms | tok/sec: 1,049,679 | mfu: 41.5% | epoch: 1 | remaining: 237s    
step 00515 (21.1%) | loss: 3.220095 | lrm: 0.79 | dt: 128ms | tok/sec: 1,027,855 | mfu: 40.6% | epoch: 1 | remaining: 237s    
step 00516 (21.1%) | loss: 3.222228 | lrm: 0.79 | dt: 125ms | tok/sec: 1,044,575 | mfu: 41.3% | epoch: 1 | remaining: 236s    
step 00517 (21.2%) | loss: 3.225547 | lrm: 0.79 | dt: 124ms | tok/sec: 1,053,779 | mfu: 41.7% | epoch: 1 | remaining: 236s    
step 00518 (21.2%) | loss: 3.220493 | lrm: 0.79 | dt: 126ms | tok/sec: 1,036,563 | mfu: 41.0% | epoch: 1 | remaining: 236s    
step 00519 (21.3%) | loss: 3.220452 | lrm: 0.79 | dt: 127ms | tok/sec: 1,035,579 | mfu: 40.9% | epoch: 1 | remaining: 236s    
step 00520 (21.3%) | loss: 3.215210 | lrm: 0.79 | dt: 125ms | tok/sec: 1,048,232 | mfu: 41.4% | epoch: 1 | remaining: 236s    
step 00521 (21.4%) | loss: 3.216071 | lrm: 0.79 | dt: 125ms | tok/sec: 1,047,373 | mfu: 41.4% | epoch: 1 | remaining: 236s    
step 00522 (21.4%) | loss: 3.217926 | lrm: 0.79 | dt: 125ms | tok/sec: 1,051,172 | mfu: 41.6% | epoch: 1 | remaining: 236s    
step 00523 (21.4%) | loss: 3.215714 | lrm: 0.79 | dt: 127ms | tok/sec: 1,029,025 | mfu: 40.7% | epoch: 1 | remaining: 236s    
step 00524 (21.5%) | loss: 3.219313 | lrm: 0.79 | dt: 127ms | tok/sec: 1,035,479 | mfu: 40.9% | epoch: 1 | remaining: 235s    
step 00525 (21.5%) | loss: 3.217620 | lrm: 0.78 | dt: 125ms | tok/sec: 1,046,962 | mfu: 41.4% | epoch: 1 | remaining: 235s    
step 00526 (21.6%) | loss: 3.215941 | lrm: 0.78 | dt: 126ms | tok/sec: 1,038,552 | mfu: 41.1% | epoch: 1 | remaining: 235s    
step 00527 (21.6%) | loss: 3.216248 | lrm: 0.78 | dt: 125ms | tok/sec: 1,052,323 | mfu: 41.6% | epoch: 1 | remaining: 235s    
step 00528 (21.6%) | loss: 3.212065 | lrm: 0.78 | dt: 125ms | tok/sec: 1,046,211 | mfu: 41.4% | epoch: 1 | remaining: 235s    
step 00529 (21.7%) | loss: 3.214808 | lrm: 0.78 | dt: 127ms | tok/sec: 1,029,703 | mfu: 40.7% | epoch: 1 | remaining: 235s    
step 00530 (21.7%) | loss: 3.215040 | lrm: 0.78 | dt: 127ms | tok/sec: 1,033,544 | mfu: 40.9% | epoch: 1 | remaining: 235s    
step 00531 (21.8%) | loss: 3.214509 | lrm: 0.78 | dt: 125ms | tok/sec: 1,049,655 | mfu: 41.5% | epoch: 1 | remaining: 235s    
step 00532 (21.8%) | loss: 3.215272 | lrm: 0.78 | dt: 126ms | tok/sec: 1,040,896 | mfu: 41.2% | epoch: 1 | remaining: 234s    
step 00533 (21.9%) | loss: 3.211089 | lrm: 0.78 | dt: 125ms | tok/sec: 1,052,371 | mfu: 41.6% | epoch: 1 | remaining: 234s    
step 00534 (21.9%) | loss: 3.217626 | lrm: 0.78 | dt: 125ms | tok/sec: 1,052,665 | mfu: 41.6% | epoch: 1 | remaining: 234s    
step 00535 (21.9%) | loss: 3.207805 | lrm: 0.78 | dt: 125ms | tok/sec: 1,044,845 | mfu: 41.3% | epoch: 1 | remaining: 234s    
step 00536 (22.0%) | loss: 3.209183 | lrm: 0.78 | dt: 125ms | tok/sec: 1,049,132 | mfu: 41.5% | epoch: 1 | remaining: 234s    
step 00537 (22.0%) | loss: 3.214871 | lrm: 0.78 | dt: 126ms | tok/sec: 1,042,562 | mfu: 41.2% | epoch: 1 | remaining: 234s    
step 00538 (22.1%) | loss: 3.215309 | lrm: 0.78 | dt: 126ms | tok/sec: 1,037,376 | mfu: 41.0% | epoch: 1 | remaining: 234s    
step 00539 (22.1%) | loss: 3.211176 | lrm: 0.78 | dt: 127ms | tok/sec: 1,030,804 | mfu: 40.8% | epoch: 1 | remaining: 234s    
step 00540 (22.2%) | loss: 3.203790 | lrm: 0.78 | dt: 127ms | tok/sec: 1,029,757 | mfu: 40.7% | epoch: 1 | remaining: 233s    
step 00541 (22.2%) | loss: 3.200968 | lrm: 0.78 | dt: 126ms | tok/sec: 1,041,756 | mfu: 41.2% | epoch: 1 | remaining: 233s    
step 00542 (22.2%) | loss: 3.204747 | lrm: 0.78 | dt: 125ms | tok/sec: 1,050,666 | mfu: 41.5% | epoch: 1 | remaining: 233s    
step 00543 (22.3%) | loss: 3.206152 | lrm: 0.78 | dt: 124ms | tok/sec: 1,055,657 | mfu: 41.7% | epoch: 1 | remaining: 233s    
step 00544 (22.3%) | loss: 3.196849 | lrm: 0.78 | dt: 124ms | tok/sec: 1,053,135 | mfu: 41.6% | epoch: 1 | remaining: 233s    
step 00545 (22.4%) | loss: 3.201996 | lrm: 0.78 | dt: 125ms | tok/sec: 1,048,930 | mfu: 41.5% | epoch: 1 | remaining: 233s    
step 00546 (22.4%) | loss: 3.204570 | lrm: 0.78 | dt: 126ms | tok/sec: 1,042,701 | mfu: 41.2% | epoch: 1 | remaining: 233s    
step 00547 (22.4%) | loss: 3.197026 | lrm: 0.78 | dt: 126ms | tok/sec: 1,037,658 | mfu: 41.0% | epoch: 1 | remaining: 233s    
step 00548 (22.5%) | loss: 3.197866 | lrm: 0.78 | dt: 125ms | tok/sec: 1,045,560 | mfu: 41.3% | epoch: 1 | remaining: 232s    
step 00549 (22.5%) | loss: 3.187669 | lrm: 0.77 | dt: 126ms | tok/sec: 1,037,476 | mfu: 41.0% | epoch: 1 | remaining: 232s    
step 00550 (22.6%) | loss: 3.185681 | lrm: 0.77 | dt: 125ms | tok/sec: 1,045,186 | mfu: 41.3% | epoch: 1 | remaining: 232s    
step 00551 (22.6%) | loss: 3.192928 | lrm: 0.77 | dt: 125ms | tok/sec: 1,050,479 | mfu: 41.5% | epoch: 1 | remaining: 232s    
step 00552 (22.7%) | loss: 3.188956 | lrm: 0.77 | dt: 124ms | tok/sec: 1,054,012 | mfu: 41.7% | epoch: 1 | remaining: 232s    
step 00553 (22.7%) | loss: 3.191564 | lrm: 0.77 | dt: 125ms | tok/sec: 1,044,573 | mfu: 41.3% | epoch: 1 | remaining: 232s    
step 00554 (22.7%) | loss: 3.183686 | lrm: 0.77 | dt: 126ms | tok/sec: 1,041,517 | mfu: 41.2% | epoch: 1 | remaining: 232s    
step 00555 (22.8%) | loss: 3.184053 | lrm: 0.77 | dt: 126ms | tok/sec: 1,039,222 | mfu: 41.1% | epoch: 1 | remaining: 232s    
step 00556 (22.8%) | loss: 3.188862 | lrm: 0.77 | dt: 127ms | tok/sec: 1,035,444 | mfu: 40.9% | epoch: 1 | remaining: 231s    
step 00557 (22.9%) | loss: 3.194931 | lrm: 0.77 | dt: 125ms | tok/sec: 1,049,196 | mfu: 41.5% | epoch: 1 | remaining: 231s    
step 00558 (22.9%) | loss: 3.186702 | lrm: 0.77 | dt: 125ms | tok/sec: 1,045,272 | mfu: 41.3% | epoch: 1 | remaining: 231s    
step 00559 (22.9%) | loss: 3.186127 | lrm: 0.77 | dt: 125ms | tok/sec: 1,047,463 | mfu: 41.4% | epoch: 1 | remaining: 231s    
step 00560 (23.0%) | loss: 3.178568 | lrm: 0.77 | dt: 126ms | tok/sec: 1,039,786 | mfu: 41.1% | epoch: 1 | remaining: 231s    
step 00561 (23.0%) | loss: 3.176664 | lrm: 0.77 | dt: 124ms | tok/sec: 1,054,177 | mfu: 41.7% | epoch: 1 | remaining: 231s    
step 00562 (23.1%) | loss: 3.174474 | lrm: 0.77 | dt: 125ms | tok/sec: 1,046,508 | mfu: 41.4% | epoch: 1 | remaining: 231s    
step 00563 (23.1%) | loss: 3.176142 | lrm: 0.77 | dt: 124ms | tok/sec: 1,059,696 | mfu: 41.9% | epoch: 1 | remaining: 231s    
