Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 33,554,432
  lm_head                 : 4,194,304
  transformer_matrices    : 25,167,872
  scalars                 : 16
  total                   : 67,110,928
Estimated FLOPs per token: 2.390876e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 1
step 00000 (0.0%) | loss: 9.011263 | lrm: 1.00 | dt: 37751ms | tok/sec: 6,944 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00434 (22.6%) | loss: 3.166255 | lrm: 1.00 | dt: 163ms | tok/sec: 1,609,619 | mfu: 38.9% | epoch: 1 | remaining: 232s    
step 00435 (22.7%) | loss: 3.168641 | lrm: 1.00 | dt: 163ms | tok/sec: 1,611,421 | mfu: 38.9% | epoch: 1 | remaining: 232s    
step 00436 (22.8%) | loss: 3.167675 | lrm: 1.00 | dt: 159ms | tok/sec: 1,651,156 | mfu: 39.9% | epoch: 1 | remaining: 232s    
step 00437 (22.8%) | loss: 3.166714 | lrm: 1.00 | dt: 159ms | tok/sec: 1,653,018 | mfu: 39.9% | epoch: 1 | remaining: 231s    
step 00438 (22.9%) | loss: 3.167072 | lrm: 1.00 | dt: 163ms | tok/sec: 1,611,591 | mfu: 38.9% | epoch: 1 | remaining: 231s    
step 00439 (22.9%) | loss: 3.167338 | lrm: 1.00 | dt: 158ms | tok/sec: 1,655,973 | mfu: 40.0% | epoch: 1 | remaining: 231s    
step 00440 (23.0%) | loss: 3.167597 | lrm: 1.00 | dt: 162ms | tok/sec: 1,616,263 | mfu: 39.1% | epoch: 1 | remaining: 231s    
step 00441 (23.0%) | loss: 3.170591 | lrm: 1.00 | dt: 160ms | tok/sec: 1,634,247 | mfu: 39.5% | epoch: 1 | remaining: 231s    
step 00442 (23.1%) | loss: 3.171498 | lrm: 1.00 | dt: 159ms | tok/sec: 1,651,826 | mfu: 39.9% | epoch: 1 | remaining: 231s    
step 00443 (23.1%) | loss: 3.174299 | lrm: 1.00 | dt: 160ms | tok/sec: 1,641,258 | mfu: 39.7% | epoch: 1 | remaining: 230s    
step 00444 (23.2%) | loss: 3.163615 | lrm: 1.00 | dt: 163ms | tok/sec: 1,606,308 | mfu: 38.8% | epoch: 1 | remaining: 230s    
step 00445 (23.2%) | loss: 3.161226 | lrm: 1.00 | dt: 159ms | tok/sec: 1,646,106 | mfu: 39.8% | epoch: 1 | remaining: 230s    
step 00446 (23.3%) | loss: 3.158986 | lrm: 1.00 | dt: 159ms | tok/sec: 1,650,843 | mfu: 39.9% | epoch: 1 | remaining: 230s    
step 00447 (23.3%) | loss: 3.161538 | lrm: 1.00 | dt: 160ms | tok/sec: 1,633,574 | mfu: 39.5% | epoch: 1 | remaining: 230s    
step 00448 (23.4%) | loss: 3.160262 | lrm: 1.00 | dt: 158ms | tok/sec: 1,664,307 | mfu: 40.2% | epoch: 1 | remaining: 230s    
step 00449 (23.4%) | loss: 3.160535 | lrm: 1.00 | dt: 159ms | tok/sec: 1,646,401 | mfu: 39.8% | epoch: 1 | remaining: 229s    
step 00450 (23.5%) | loss: 3.161686 | lrm: 1.00 | dt: 161ms | tok/sec: 1,628,090 | mfu: 39.3% | epoch: 1 | remaining: 229s    
step 00451 (23.6%) | loss: 3.163040 | lrm: 1.00 | dt: 158ms | tok/sec: 1,654,991 | mfu: 40.0% | epoch: 1 | remaining: 229s    
step 00452 (23.6%) | loss: 3.166294 | lrm: 1.00 | dt: 162ms | tok/sec: 1,613,943 | mfu: 39.0% | epoch: 1 | remaining: 229s    
step 00453 (23.7%) | loss: 3.169306 | lrm: 1.00 | dt: 159ms | tok/sec: 1,651,694 | mfu: 39.9% | epoch: 1 | remaining: 229s    
step 00454 (23.7%) | loss: 3.166452 | lrm: 1.00 | dt: 162ms | tok/sec: 1,620,914 | mfu: 39.2% | epoch: 1 | remaining: 229s    
step 00455 (23.8%) | loss: 3.166362 | lrm: 1.00 | dt: 158ms | tok/sec: 1,657,973 | mfu: 40.1% | epoch: 1 | remaining: 229s    
step 00456 (23.8%) | loss: 3.168159 | lrm: 1.00 | dt: 161ms | tok/sec: 1,631,526 | mfu: 39.4% | epoch: 1 | remaining: 228s    
step 00457 (23.9%) | loss: 3.166928 | lrm: 1.00 | dt: 159ms | tok/sec: 1,644,936 | mfu: 39.7% | epoch: 1 | remaining: 228s    
step 00458 (23.9%) | loss: 3.166934 | lrm: 1.00 | dt: 161ms | tok/sec: 1,623,513 | mfu: 39.2% | epoch: 1 | remaining: 228s    
step 00459 (24.0%) | loss: 3.165431 | lrm: 1.00 | dt: 160ms | tok/sec: 1,635,657 | mfu: 39.5% | epoch: 1 | remaining: 228s    
step 00460 (24.0%) | loss: 3.165488 | lrm: 1.00 | dt: 158ms | tok/sec: 1,653,928 | mfu: 40.0% | epoch: 1 | remaining: 228s    
step 00461 (24.1%) | loss: 3.167816 | lrm: 1.00 | dt: 160ms | tok/sec: 1,639,190 | mfu: 39.6% | epoch: 1 | remaining: 228s    
step 00462 (24.1%) | loss: 3.169581 | lrm: 1.00 | dt: 160ms | tok/sec: 1,637,706 | mfu: 39.6% | epoch: 1 | remaining: 227s    
step 00463 (24.2%) | loss: 3.170863 | lrm: 1.00 | dt: 160ms | tok/sec: 1,633,564 | mfu: 39.5% | epoch: 1 | remaining: 227s    
step 00464 (24.2%) | loss: 3.165029 | lrm: 1.00 | dt: 160ms | tok/sec: 1,636,014 | mfu: 39.5% | epoch: 1 | remaining: 227s    
step 00465 (24.3%) | loss: 3.162642 | lrm: 1.00 | dt: 161ms | tok/sec: 1,632,138 | mfu: 39.4% | epoch: 1 | remaining: 227s    
step 00466 (24.4%) | loss: 3.161098 | lrm: 1.00 | dt: 158ms | tok/sec: 1,658,511 | mfu: 40.1% | epoch: 1 | remaining: 227s    
step 00467 (24.4%) | loss: 3.158428 | lrm: 1.00 | dt: 159ms | tok/sec: 1,648,994 | mfu: 39.8% | epoch: 1 | remaining: 227s    
step 00468 (24.5%) | loss: 3.163019 | lrm: 1.00 | dt: 159ms | tok/sec: 1,648,393 | mfu: 39.8% | epoch: 1 | remaining: 226s    
step 00469 (24.5%) | loss: 3.161212 | lrm: 1.00 | dt: 159ms | tok/sec: 1,643,610 | mfu: 39.7% | epoch: 1 | remaining: 226s    
step 00470 (24.6%) | loss: 3.160641 | lrm: 1.00 | dt: 160ms | tok/sec: 1,636,358 | mfu: 39.5% | epoch: 1 | remaining: 226s    
step 00471 (24.6%) | loss: 3.158500 | lrm: 1.00 | dt: 160ms | tok/sec: 1,634,711 | mfu: 39.5% | epoch: 1 | remaining: 226s    
step 00472 (24.7%) | loss: 3.156331 | lrm: 1.00 | dt: 162ms | tok/sec: 1,613,516 | mfu: 39.0% | epoch: 1 | remaining: 226s    
step 00473 (24.7%) | loss: 3.154171 | lrm: 1.00 | dt: 159ms | tok/sec: 1,651,386 | mfu: 39.9% | epoch: 1 | remaining: 226s    
step 00474 (24.8%) | loss: 3.159248 | lrm: 1.00 | dt: 161ms | tok/sec: 1,626,304 | mfu: 39.3% | epoch: 1 | remaining: 225s    
step 00475 (24.8%) | loss: 3.153775 | lrm: 1.00 | dt: 159ms | tok/sec: 1,651,310 | mfu: 39.9% | epoch: 1 | remaining: 225s    
step 00476 (24.9%) | loss: 3.154862 | lrm: 1.00 | dt: 163ms | tok/sec: 1,608,030 | mfu: 38.9% | epoch: 1 | remaining: 225s    
step 00477 (24.9%) | loss: 3.156264 | lrm: 1.00 | dt: 161ms | tok/sec: 1,623,633 | mfu: 39.2% | epoch: 1 | remaining: 225s    
step 00478 (25.0%) | loss: 3.159447 | lrm: 1.00 | dt: 161ms | tok/sec: 1,624,924 | mfu: 39.3% | epoch: 1 | remaining: 225s    
step 00479 (25.0%) | loss: 3.157125 | lrm: 1.00 | dt: 159ms | tok/sec: 1,653,080 | mfu: 39.9% | epoch: 1 | remaining: 225s    
step 00480 (25.1%) | loss: 3.152753 | lrm: 1.00 | dt: 160ms | tok/sec: 1,642,363 | mfu: 39.7% | epoch: 1 | remaining: 225s    
step 00481 (25.2%) | loss: 3.148148 | lrm: 1.00 | dt: 158ms | tok/sec: 1,660,229 | mfu: 40.1% | epoch: 1 | remaining: 224s    
step 00482 (25.2%) | loss: 3.140474 | lrm: 1.00 | dt: 162ms | tok/sec: 1,616,752 | mfu: 39.1% | epoch: 1 | remaining: 224s    
step 00483 (25.3%) | loss: 3.141197 | lrm: 1.00 | dt: 160ms | tok/sec: 1,633,470 | mfu: 39.5% | epoch: 1 | remaining: 224s    
step 00484 (25.3%) | loss: 3.138966 | lrm: 1.00 | dt: 161ms | tok/sec: 1,628,802 | mfu: 39.4% | epoch: 1 | remaining: 224s    
step 00485 (25.4%) | loss: 3.141369 | lrm: 1.00 | dt: 158ms | tok/sec: 1,660,344 | mfu: 40.1% | epoch: 1 | remaining: 224s    
step 00486 (25.4%) | loss: 3.144428 | lrm: 1.00 | dt: 161ms | tok/sec: 1,626,477 | mfu: 39.3% | epoch: 1 | remaining: 224s    
step 00487 (25.5%) | loss: 3.144826 | lrm: 1.00 | dt: 160ms | tok/sec: 1,636,548 | mfu: 39.5% | epoch: 1 | remaining: 223s    
step 00488 (25.5%) | loss: 3.148354 | lrm: 1.00 | dt: 159ms | tok/sec: 1,644,252 | mfu: 39.7% | epoch: 1 | remaining: 223s    
step 00489 (25.6%) | loss: 3.148315 | lrm: 1.00 | dt: 160ms | tok/sec: 1,633,758 | mfu: 39.5% | epoch: 1 | remaining: 223s    
step 00490 (25.6%) | loss: 3.149500 | lrm: 1.00 | dt: 159ms | tok/sec: 1,646,379 | mfu: 39.8% | epoch: 1 | remaining: 223s    
step 00491 (25.7%) | loss: 3.142354 | lrm: 1.00 | dt: 160ms | tok/sec: 1,635,180 | mfu: 39.5% | epoch: 1 | remaining: 223s    
step 00492 (25.7%) | loss: 3.138935 | lrm: 1.00 | dt: 161ms | tok/sec: 1,628,375 | mfu: 39.3% | epoch: 1 | remaining: 223s    
step 00493 (25.8%) | loss: 3.135458 | lrm: 1.00 | dt: 159ms | tok/sec: 1,653,773 | mfu: 40.0% | epoch: 1 | remaining: 222s    
step 00494 (25.8%) | loss: 3.139432 | lrm: 1.00 | dt: 161ms | tok/sec: 1,630,488 | mfu: 39.4% | epoch: 1 | remaining: 222s    
step 00495 (25.9%) | loss: 3.131223 | lrm: 1.00 | dt: 161ms | tok/sec: 1,632,798 | mfu: 39.5% | epoch: 1 | remaining: 222s    
step 00496 (26.0%) | loss: 3.130187 | lrm: 1.00 | dt: 160ms | tok/sec: 1,638,408 | mfu: 39.6% | epoch: 1 | remaining: 222s    
step 00497 (26.0%) | loss: 3.132345 | lrm: 1.00 | dt: 158ms | tok/sec: 1,661,955 | mfu: 40.2% | epoch: 1 | remaining: 222s    
step 00498 (26.1%) | loss: 3.135046 | lrm: 1.00 | dt: 161ms | tok/sec: 1,628,599 | mfu: 39.4% | epoch: 1 | remaining: 222s    
step 00499 (26.1%) | loss: 3.135905 | lrm: 1.00 | dt: 159ms | tok/sec: 1,653,570 | mfu: 40.0% | epoch: 1 | remaining: 221s    
step 00500 (26.2%) | loss: 3.130063 | lrm: 1.00 | dt: 160ms | tok/sec: 1,633,802 | mfu: 39.5% | epoch: 1 | remaining: 221s    
step 00501 (26.2%) | loss: 3.131077 | lrm: 1.00 | dt: 159ms | tok/sec: 1,649,620 | mfu: 39.9% | epoch: 1 | remaining: 221s    
step 00502 (26.3%) | loss: 3.129641 | lrm: 1.00 | dt: 161ms | tok/sec: 1,629,613 | mfu: 39.4% | epoch: 1 | remaining: 221s    
step 00503 (26.3%) | loss: 3.133200 | lrm: 1.00 | dt: 161ms | tok/sec: 1,625,332 | mfu: 39.3% | epoch: 1 | remaining: 221s    
step 00504 (26.4%) | loss: 3.132492 | lrm: 1.00 | dt: 162ms | tok/sec: 1,622,505 | mfu: 39.2% | epoch: 1 | remaining: 221s    
step 00505 (26.4%) | loss: 3.134999 | lrm: 1.00 | dt: 159ms | tok/sec: 1,646,315 | mfu: 39.8% | epoch: 1 | remaining: 221s    
step 00506 (26.5%) | loss: 3.133956 | lrm: 1.00 | dt: 162ms | tok/sec: 1,614,770 | mfu: 39.0% | epoch: 1 | remaining: 220s    
step 00507 (26.5%) | loss: 3.137716 | lrm: 1.00 | dt: 161ms | tok/sec: 1,629,632 | mfu: 39.4% | epoch: 1 | remaining: 220s    
step 00508 (26.6%) | loss: 3.128069 | lrm: 1.00 | dt: 158ms | tok/sec: 1,658,130 | mfu: 40.1% | epoch: 1 | remaining: 220s    
step 00509 (26.6%) | loss: 3.133160 | lrm: 1.00 | dt: 158ms | tok/sec: 1,655,252 | mfu: 40.0% | epoch: 1 | remaining: 220s    
step 00510 (26.7%) | loss: 3.129204 | lrm: 1.00 | dt: 159ms | tok/sec: 1,651,186 | mfu: 39.9% | epoch: 1 | remaining: 220s    
step 00511 (26.8%) | loss: 3.129926 | lrm: 1.00 | dt: 161ms | tok/sec: 1,632,997 | mfu: 39.5% | epoch: 1 | remaining: 220s    
step 00512 (26.8%) | loss: 3.129095 | lrm: 1.00 | dt: 159ms | tok/sec: 1,652,178 | mfu: 39.9% | epoch: 1 | remaining: 219s    
step 00513 (26.9%) | loss: 3.125459 | lrm: 1.00 | dt: 161ms | tok/sec: 1,624,297 | mfu: 39.2% | epoch: 1 | remaining: 219s    
step 00514 (26.9%) | loss: 3.121902 | lrm: 1.00 | dt: 158ms | tok/sec: 1,658,891 | mfu: 40.1% | epoch: 1 | remaining: 219s    
step 00515 (27.0%) | loss: 3.124410 | lrm: 1.00 | dt: 160ms | tok/sec: 1,638,406 | mfu: 39.6% | epoch: 1 | remaining: 219s    
step 00516 (27.0%) | loss: 3.124125 | lrm: 1.00 | dt: 162ms | tok/sec: 1,617,383 | mfu: 39.1% | epoch: 1 | remaining: 219s    
step 00517 (27.1%) | loss: 3.119624 | lrm: 1.00 | dt: 163ms | tok/sec: 1,612,809 | mfu: 39.0% | epoch: 1 | remaining: 219s    
step 00518 (27.1%) | loss: 3.122275 | lrm: 1.00 | dt: 159ms | tok/sec: 1,646,567 | mfu: 39.8% | epoch: 1 | remaining: 218s    
step 00519 (27.2%) | loss: 3.123116 | lrm: 1.00 | dt: 162ms | tok/sec: 1,614,025 | mfu: 39.0% | epoch: 1 | remaining: 218s    
step 00520 (27.2%) | loss: 3.124419 | lrm: 1.00 | dt: 162ms | tok/sec: 1,615,911 | mfu: 39.0% | epoch: 1 | remaining: 218s    
step 00521 (27.3%) | loss: 3.124078 | lrm: 1.00 | dt: 160ms | tok/sec: 1,635,820 | mfu: 39.5% | epoch: 1 | remaining: 218s    
step 00522 (27.3%) | loss: 3.123211 | lrm: 1.00 | dt: 159ms | tok/sec: 1,646,014 | mfu: 39.8% | epoch: 1 | remaining: 218s    
step 00523 (27.4%) | loss: 3.121730 | lrm: 1.00 | dt: 162ms | tok/sec: 1,616,002 | mfu: 39.0% | epoch: 1 | remaining: 218s    
step 00524 (27.5%) | loss: 3.124283 | lrm: 1.00 | dt: 161ms | tok/sec: 1,627,086 | mfu: 39.3% | epoch: 1 | remaining: 217s    
step 00525 (27.5%) | loss: 3.124970 | lrm: 1.00 | dt: 163ms | tok/sec: 1,610,784 | mfu: 38.9% | epoch: 1 | remaining: 217s    
step 00526 (27.6%) | loss: 3.121442 | lrm: 1.00 | dt: 163ms | tok/sec: 1,609,546 | mfu: 38.9% | epoch: 1 | remaining: 217s    
step 00527 (27.6%) | loss: 3.121626 | lrm: 1.00 | dt: 160ms | tok/sec: 1,634,832 | mfu: 39.5% | epoch: 1 | remaining: 217s    
step 00528 (27.7%) | loss: 3.118867 | lrm: 1.00 | dt: 160ms | tok/sec: 1,642,793 | mfu: 39.7% | epoch: 1 | remaining: 217s    
step 00529 (27.7%) | loss: 3.120269 | lrm: 1.00 | dt: 160ms | tok/sec: 1,634,487 | mfu: 39.5% | epoch: 1 | remaining: 217s    
step 00530 (27.8%) | loss: 3.118449 | lrm: 1.00 | dt: 162ms | tok/sec: 1,621,220 | mfu: 39.2% | epoch: 1 | remaining: 217s    
step 00531 (27.8%) | loss: 3.118293 | lrm: 1.00 | dt: 162ms | tok/sec: 1,615,372 | mfu: 39.0% | epoch: 1 | remaining: 216s    
step 00532 (27.9%) | loss: 3.118486 | lrm: 1.00 | dt: 160ms | tok/sec: 1,638,479 | mfu: 39.6% | epoch: 1 | remaining: 216s    
step 00533 (27.9%) | loss: 3.115231 | lrm: 1.00 | dt: 158ms | tok/sec: 1,664,317 | mfu: 40.2% | epoch: 1 | remaining: 216s    
step 00534 (28.0%) | loss: 3.113472 | lrm: 1.00 | dt: 160ms | tok/sec: 1,637,684 | mfu: 39.6% | epoch: 1 | remaining: 216s    
step 00535 (28.0%) | loss: 3.111645 | lrm: 1.00 | dt: 162ms | tok/sec: 1,621,844 | mfu: 39.2% | epoch: 1 | remaining: 216s    
step 00536 (28.1%) | loss: 3.107668 | lrm: 1.00 | dt: 159ms | tok/sec: 1,644,449 | mfu: 39.7% | epoch: 1 | remaining: 216s    
step 00537 (28.1%) | loss: 3.108479 | lrm: 1.00 | dt: 159ms | tok/sec: 1,649,283 | mfu: 39.9% | epoch: 1 | remaining: 215s    
step 00538 (28.2%) | loss: 3.111166 | lrm: 1.00 | dt: 160ms | tok/sec: 1,641,566 | mfu: 39.7% | epoch: 1 | remaining: 215s    
step 00539 (28.3%) | loss: 3.108129 | lrm: 1.00 | dt: 159ms | tok/sec: 1,649,288 | mfu: 39.9% | epoch: 1 | remaining: 215s    
step 00540 (28.3%) | loss: 3.109605 | lrm: 1.00 | dt: 160ms | tok/sec: 1,640,956 | mfu: 39.6% | epoch: 1 | remaining: 215s    
step 00541 (28.4%) | loss: 3.111174 | lrm: 1.00 | dt: 159ms | tok/sec: 1,649,229 | mfu: 39.8% | epoch: 1 | remaining: 215s    
step 00542 (28.4%) | loss: 3.108055 | lrm: 1.00 | dt: 159ms | tok/sec: 1,652,407 | mfu: 39.9% | epoch: 1 | remaining: 215s    
step 00543 (28.5%) | loss: 3.109126 | lrm: 1.00 | dt: 161ms | tok/sec: 1,625,118 | mfu: 39.3% | epoch: 1 | remaining: 214s    
step 00544 (28.5%) | loss: 3.111605 | lrm: 1.00 | dt: 163ms | tok/sec: 1,612,038 | mfu: 39.0% | epoch: 1 | remaining: 214s    
step 00545 (28.6%) | loss: 3.113999 | lrm: 1.00 | dt: 159ms | tok/sec: 1,652,099 | mfu: 39.9% | epoch: 1 | remaining: 214s    
step 00546 (28.6%) | loss: 3.113881 | lrm: 1.00 | dt: 158ms | tok/sec: 1,663,247 | mfu: 40.2% | epoch: 1 | remaining: 214s    
step 00547 (28.7%) | loss: 3.110639 | lrm: 1.00 | dt: 159ms | tok/sec: 1,644,018 | mfu: 39.7% | epoch: 1 | remaining: 214s    
step 00548 (28.7%) | loss: 3.110430 | lrm: 1.00 | dt: 159ms | tok/sec: 1,646,882 | mfu: 39.8% | epoch: 1 | remaining: 214s    
step 00549 (28.8%) | loss: 3.109032 | lrm: 1.00 | dt: 159ms | tok/sec: 1,652,637 | mfu: 39.9% | epoch: 1 | remaining: 213s    
step 00550 (28.8%) | loss: 3.110055 | lrm: 1.00 | dt: 164ms | tok/sec: 1,597,725 | mfu: 38.6% | epoch: 1 | remaining: 213s    
step 00551 (28.9%) | loss: 3.106215 | lrm: 1.00 | dt: 160ms | tok/sec: 1,641,307 | mfu: 39.7% | epoch: 1 | remaining: 213s    
step 00552 (28.9%) | loss: 3.105457 | lrm: 1.00 | dt: 158ms | tok/sec: 1,661,250 | mfu: 40.1% | epoch: 1 | remaining: 213s    
step 00553 (29.0%) | loss: 3.111646 | lrm: 1.00 | dt: 161ms | tok/sec: 1,623,950 | mfu: 39.2% | epoch: 1 | remaining: 213s    
step 00554 (29.1%) | loss: 3.109646 | lrm: 1.00 | dt: 160ms | tok/sec: 1,633,518 | mfu: 39.5% | epoch: 1 | remaining: 213s    
step 00555 (29.1%) | loss: 3.108210 | lrm: 1.00 | dt: 163ms | tok/sec: 1,612,508 | mfu: 39.0% | epoch: 1 | remaining: 213s    
step 00556 (29.2%) | loss: 3.111121 | lrm: 1.00 | dt: 161ms | tok/sec: 1,631,201 | mfu: 39.4% | epoch: 1 | remaining: 212s    
step 00557 (29.2%) | loss: 3.108232 | lrm: 1.00 | dt: 158ms | tok/sec: 1,655,414 | mfu: 40.0% | epoch: 1 | remaining: 212s    
step 00558 (29.3%) | loss: 3.108528 | lrm: 1.00 | dt: 157ms | tok/sec: 1,664,799 | mfu: 40.2% | epoch: 1 | remaining: 212s    
step 00559 (29.3%) | loss: 3.110129 | lrm: 1.00 | dt: 162ms | tok/sec: 1,620,360 | mfu: 39.2% | epoch: 1 | remaining: 212s    
step 00560 (29.4%) | loss: 3.108693 | lrm: 1.00 | dt: 160ms | tok/sec: 1,641,662 | mfu: 39.7% | epoch: 1 | remaining: 212s    
step 00561 (29.4%) | loss: 3.108710 | lrm: 1.00 | dt: 159ms | tok/sec: 1,645,822 | mfu: 39.8% | epoch: 1 | remaining: 212s    
step 00562 (29.5%) | loss: 3.110715 | lrm: 1.00 | dt: 159ms | tok/sec: 1,645,182 | mfu: 39.8% | epoch: 1 | remaining: 211s    
step 00563 (29.5%) | loss: 3.112299 | lrm: 1.00 | dt: 161ms | tok/sec: 1,628,023 | mfu: 39.3% | epoch: 1 | remaining: 211s    
step 00564 (29.6%) | loss: 3.115357 | lrm: 1.00 | dt: 158ms | tok/sec: 1,657,700 | mfu: 40.1% | epoch: 1 | remaining: 211s    
step 00565 (29.6%) | loss: 3.113937 | lrm: 1.00 | dt: 162ms | tok/sec: 1,613,789 | mfu: 39.0% | epoch: 1 | remaining: 211s    
step 00566 (29.7%) | loss: 3.112211 | lrm: 1.00 | dt: 158ms | tok/sec: 1,663,972 | mfu: 40.2% | epoch: 1 | remaining: 211s    
step 00567 (29.7%) | loss: 3.113299 | lrm: 1.00 | dt: 162ms | tok/sec: 1,621,648 | mfu: 39.2% | epoch: 1 | remaining: 211s    
step 00568 (29.8%) | loss: 3.113644 | lrm: 1.00 | dt: 161ms | tok/sec: 1,631,811 | mfu: 39.4% | epoch: 1 | remaining: 210s    
step 00569 (29.9%) | loss: 3.110761 | lrm: 1.00 | dt: 161ms | tok/sec: 1,625,176 | mfu: 39.3% | epoch: 1 | remaining: 210s    
step 00570 (29.9%) | loss: 3.109673 | lrm: 1.00 | dt: 158ms | tok/sec: 1,661,832 | mfu: 40.2% | epoch: 1 | remaining: 210s    
step 00571 (30.0%) | loss: 3.108306 | lrm: 1.00 | dt: 160ms | tok/sec: 1,637,674 | mfu: 39.6% | epoch: 1 | remaining: 210s    
step 00572 (30.0%) | loss: 3.110197 | lrm: 1.00 | dt: 158ms | tok/sec: 1,655,504 | mfu: 40.0% | epoch: 1 | remaining: 210s    
step 00573 (30.1%) | loss: 3.109798 | lrm: 1.00 | dt: 163ms | tok/sec: 1,612,357 | mfu: 39.0% | epoch: 1 | remaining: 210s    
step 00574 (30.1%) | loss: 3.106087 | lrm: 1.00 | dt: 160ms | tok/sec: 1,635,929 | mfu: 39.5% | epoch: 1 | remaining: 209s    
step 00575 (30.2%) | loss: 3.105404 | lrm: 1.00 | dt: 160ms | tok/sec: 1,633,967 | mfu: 39.5% | epoch: 1 | remaining: 209s    
step 00576 (30.2%) | loss: 3.104717 | lrm: 1.00 | dt: 161ms | tok/sec: 1,625,791 | mfu: 39.3% | epoch: 1 | remaining: 209s    
step 00577 (30.3%) | loss: 3.109775 | lrm: 1.00 | dt: 158ms | tok/sec: 1,662,111 | mfu: 40.2% | epoch: 1 | remaining: 209s    
step 00578 (30.3%) | loss: 3.112817 | lrm: 1.00 | dt: 159ms | tok/sec: 1,647,973 | mfu: 39.8% | epoch: 1 | remaining: 209s    
step 00579 (30.4%) | loss: 3.109881 | lrm: 1.00 | dt: 164ms | tok/sec: 1,599,312 | mfu: 38.6% | epoch: 1 | remaining: 209s    
step 00580 (30.4%) | loss: 3.107181 | lrm: 1.00 | dt: 160ms | tok/sec: 1,640,410 | mfu: 39.6% | epoch: 1 | remaining: 209s    
step 00581 (30.5%) | loss: 3.104569 | lrm: 1.00 | dt: 162ms | tok/sec: 1,621,229 | mfu: 39.2% | epoch: 1 | remaining: 208s    
step 00582 (30.5%) | loss: 3.108352 | lrm: 1.00 | dt: 160ms | tok/sec: 1,633,574 | mfu: 39.5% | epoch: 1 | remaining: 208s    
step 00583 (30.6%) | loss: 3.106580 | lrm: 1.00 | dt: 160ms | tok/sec: 1,642,898 | mfu: 39.7% | epoch: 1 | remaining: 208s    
step 00584 (30.7%) | loss: 3.098547 | lrm: 1.00 | dt: 158ms | tok/sec: 1,657,246 | mfu: 40.0% | epoch: 1 | remaining: 208s    
step 00585 (30.7%) | loss: 3.097455 | lrm: 1.00 | dt: 164ms | tok/sec: 1,600,381 | mfu: 38.7% | epoch: 1 | remaining: 208s    
step 00586 (30.8%) | loss: 3.091658 | lrm: 1.00 | dt: 162ms | tok/sec: 1,621,688 | mfu: 39.2% | epoch: 1 | remaining: 208s    
step 00587 (30.8%) | loss: 3.090327 | lrm: 1.00 | dt: 160ms | tok/sec: 1,638,484 | mfu: 39.6% | epoch: 1 | remaining: 207s    
step 00588 (30.9%) | loss: 3.091477 | lrm: 1.00 | dt: 161ms | tok/sec: 1,631,596 | mfu: 39.4% | epoch: 1 | remaining: 207s    
step 00589 (30.9%) | loss: 3.090998 | lrm: 1.00 | dt: 161ms | tok/sec: 1,628,134 | mfu: 39.3% | epoch: 1 | remaining: 207s    
step 00590 (31.0%) | loss: 3.091979 | lrm: 1.00 | dt: 160ms | tok/sec: 1,642,150 | mfu: 39.7% | epoch: 1 | remaining: 207s    
step 00591 (31.0%) | loss: 3.096983 | lrm: 1.00 | dt: 158ms | tok/sec: 1,656,023 | mfu: 40.0% | epoch: 1 | remaining: 207s    
step 00592 (31.1%) | loss: 3.098067 | lrm: 1.00 | dt: 160ms | tok/sec: 1,633,414 | mfu: 39.5% | epoch: 1 | remaining: 207s    
step 00593 (31.1%) | loss: 3.100588 | lrm: 1.00 | dt: 163ms | tok/sec: 1,604,461 | mfu: 38.8% | epoch: 1 | remaining: 206s    
step 00594 (31.2%) | loss: 3.095287 | lrm: 1.00 | dt: 162ms | tok/sec: 1,616,688 | mfu: 39.1% | epoch: 1 | remaining: 206s    
step 00595 (31.2%) | loss: 3.101021 | lrm: 1.00 | dt: 159ms | tok/sec: 1,653,214 | mfu: 39.9% | epoch: 1 | remaining: 206s    
step 00596 (31.3%) | loss: 3.101982 | lrm: 1.00 | dt: 165ms | tok/sec: 1,587,414 | mfu: 38.4% | epoch: 1 | remaining: 206s    
step 00597 (31.4%) | loss: 3.098240 | lrm: 1.00 | dt: 159ms | tok/sec: 1,648,831 | mfu: 39.8% | epoch: 1 | remaining: 206s    
step 00598 (31.4%) | loss: 3.095931 | lrm: 1.00 | dt: 160ms | tok/sec: 1,634,708 | mfu: 39.5% | epoch: 1 | remaining: 206s    
step 00599 (31.5%) | loss: 3.087609 | lrm: 1.00 | dt: 161ms | tok/sec: 1,631,601 | mfu: 39.4% | epoch: 1 | remaining: 205s    
step 00600 (31.5%) | loss: 3.088751 | lrm: 1.00 | dt: 162ms | tok/sec: 1,618,013 | mfu: 39.1% | epoch: 1 | remaining: 205s    
step 00601 (31.6%) | loss: 3.089239 | lrm: 1.00 | dt: 158ms | tok/sec: 1,654,555 | mfu: 40.0% | epoch: 1 | remaining: 205s    
