Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 10, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 20,971,520
  lm_head                 : 4,194,304
  transformer_matrices    : 39,322,240
  scalars                 : 20
  total                   : 68,682,388
Estimated FLOPs per token: 3.428882e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.011262 | lrm: 1.00 | dt: 12120ms | tok/sec: 21,629 | mfu: 0.7% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.861815 | lrm: 1.00 | dt: 212ms | tok/sec: 1,234,972 | mfu: 42.8% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.451084 | lrm: 1.00 | dt: 217ms | tok/sec: 1,206,622 | mfu: 41.8% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 7.986901 | lrm: 1.00 | dt: 217ms | tok/sec: 1,208,436 | mfu: 41.9% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 7.595962 | lrm: 1.00 | dt: 218ms | tok/sec: 1,199,860 | mfu: 41.6% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.270475 | lrm: 1.00 | dt: 242ms | tok/sec: 1,083,699 | mfu: 37.6% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.023153 | lrm: 1.00 | dt: 218ms | tok/sec: 1,202,111 | mfu: 41.7% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 6.820238 | lrm: 1.00 | dt: 218ms | tok/sec: 1,204,056 | mfu: 41.7% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.648463 | lrm: 1.00 | dt: 215ms | tok/sec: 1,218,012 | mfu: 42.2% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.503807 | lrm: 1.00 | dt: 230ms | tok/sec: 1,138,687 | mfu: 39.5% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.384164 | lrm: 1.00 | dt: 225ms | tok/sec: 1,166,631 | mfu: 40.4% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.278287 | lrm: 1.00 | dt: 218ms | tok/sec: 1,200,446 | mfu: 41.6% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 6.183837 | lrm: 1.00 | dt: 219ms | tok/sec: 1,198,610 | mfu: 41.5% | epoch: 1 | remaining: 300s    
step 00013 (0.1%) | loss: 6.104835 | lrm: 1.00 | dt: 221ms | tok/sec: 1,183,817 | mfu: 41.0% | epoch: 1 | remaining: 299s    
step 00152 (10.4%) | loss: 3.564347 | lrm: 1.00 | dt: 224ms | tok/sec: 1,172,036 | mfu: 40.6% | epoch: 1 | remaining: 268s    
step 00153 (10.5%) | loss: 3.562800 | lrm: 1.00 | dt: 222ms | tok/sec: 1,181,529 | mfu: 40.9% | epoch: 1 | remaining: 268s    
step 00154 (10.6%) | loss: 3.562184 | lrm: 1.00 | dt: 221ms | tok/sec: 1,184,664 | mfu: 41.1% | epoch: 1 | remaining: 268s    
step 00155 (10.7%) | loss: 3.563193 | lrm: 1.00 | dt: 222ms | tok/sec: 1,179,657 | mfu: 40.9% | epoch: 1 | remaining: 268s    
step 00156 (10.7%) | loss: 3.564122 | lrm: 1.00 | dt: 223ms | tok/sec: 1,173,612 | mfu: 40.7% | epoch: 1 | remaining: 268s    
step 00157 (10.8%) | loss: 3.554894 | lrm: 1.00 | dt: 223ms | tok/sec: 1,177,675 | mfu: 40.8% | epoch: 1 | remaining: 267s    
step 00158 (10.9%) | loss: 3.548321 | lrm: 1.00 | dt: 223ms | tok/sec: 1,177,899 | mfu: 40.8% | epoch: 1 | remaining: 267s    
step 00159 (11.0%) | loss: 3.543757 | lrm: 1.00 | dt: 223ms | tok/sec: 1,176,591 | mfu: 40.8% | epoch: 1 | remaining: 267s    
step 00160 (11.0%) | loss: 3.539424 | lrm: 1.00 | dt: 224ms | tok/sec: 1,170,334 | mfu: 40.6% | epoch: 1 | remaining: 267s    
step 00161 (11.1%) | loss: 3.534084 | lrm: 1.00 | dt: 224ms | tok/sec: 1,171,631 | mfu: 40.6% | epoch: 1 | remaining: 266s    
step 00162 (11.2%) | loss: 3.531253 | lrm: 1.00 | dt: 224ms | tok/sec: 1,171,291 | mfu: 40.6% | epoch: 1 | remaining: 266s    
step 00163 (11.3%) | loss: 3.525038 | lrm: 1.00 | dt: 222ms | tok/sec: 1,181,820 | mfu: 41.0% | epoch: 1 | remaining: 266s    
step 00164 (11.3%) | loss: 3.523704 | lrm: 1.00 | dt: 221ms | tok/sec: 1,185,500 | mfu: 41.1% | epoch: 1 | remaining: 266s    
step 00165 (11.4%) | loss: 3.519102 | lrm: 1.00 | dt: 224ms | tok/sec: 1,168,060 | mfu: 40.5% | epoch: 1 | remaining: 266s    
step 00166 (11.5%) | loss: 3.518742 | lrm: 1.00 | dt: 225ms | tok/sec: 1,167,173 | mfu: 40.4% | epoch: 1 | remaining: 265s    
step 00167 (11.6%) | loss: 3.515311 | lrm: 1.00 | dt: 221ms | tok/sec: 1,184,163 | mfu: 41.0% | epoch: 1 | remaining: 265s    
step 00168 (11.6%) | loss: 3.510642 | lrm: 1.00 | dt: 219ms | tok/sec: 1,196,248 | mfu: 41.5% | epoch: 1 | remaining: 265s    
step 00169 (11.7%) | loss: 3.508304 | lrm: 1.00 | dt: 220ms | tok/sec: 1,189,589 | mfu: 41.2% | epoch: 1 | remaining: 265s    
step 00170 (11.8%) | loss: 3.502737 | lrm: 1.00 | dt: 223ms | tok/sec: 1,177,120 | mfu: 40.8% | epoch: 1 | remaining: 264s    
step 00171 (11.9%) | loss: 3.505318 | lrm: 1.00 | dt: 221ms | tok/sec: 1,183,578 | mfu: 41.0% | epoch: 1 | remaining: 264s    
step 00172 (11.9%) | loss: 3.504403 | lrm: 1.00 | dt: 219ms | tok/sec: 1,197,474 | mfu: 41.5% | epoch: 1 | remaining: 264s    
step 00173 (12.0%) | loss: 3.502461 | lrm: 1.00 | dt: 222ms | tok/sec: 1,178,789 | mfu: 40.8% | epoch: 1 | remaining: 264s    
step 00174 (12.1%) | loss: 3.499844 | lrm: 1.00 | dt: 219ms | tok/sec: 1,198,161 | mfu: 41.5% | epoch: 1 | remaining: 264s    
step 00175 (12.1%) | loss: 3.497773 | lrm: 1.00 | dt: 222ms | tok/sec: 1,179,558 | mfu: 40.9% | epoch: 1 | remaining: 263s    
step 00176 (12.2%) | loss: 3.497794 | lrm: 1.00 | dt: 224ms | tok/sec: 1,169,570 | mfu: 40.5% | epoch: 1 | remaining: 263s    
step 00177 (12.3%) | loss: 3.489975 | lrm: 1.00 | dt: 220ms | tok/sec: 1,189,080 | mfu: 41.2% | epoch: 1 | remaining: 263s    
step 00178 (12.4%) | loss: 3.489685 | lrm: 1.00 | dt: 222ms | tok/sec: 1,180,290 | mfu: 40.9% | epoch: 1 | remaining: 263s    
step 00179 (12.4%) | loss: 3.482590 | lrm: 1.00 | dt: 222ms | tok/sec: 1,183,409 | mfu: 41.0% | epoch: 1 | remaining: 262s    
step 00180 (12.5%) | loss: 3.477642 | lrm: 1.00 | dt: 223ms | tok/sec: 1,176,626 | mfu: 40.8% | epoch: 1 | remaining: 262s    
step 00181 (12.6%) | loss: 3.476345 | lrm: 1.00 | dt: 221ms | tok/sec: 1,184,104 | mfu: 41.0% | epoch: 1 | remaining: 262s    
step 00182 (12.7%) | loss: 3.475564 | lrm: 1.00 | dt: 221ms | tok/sec: 1,186,620 | mfu: 41.1% | epoch: 1 | remaining: 262s    
step 00183 (12.7%) | loss: 3.471744 | lrm: 1.00 | dt: 222ms | tok/sec: 1,182,058 | mfu: 41.0% | epoch: 1 | remaining: 262s    
step 00184 (12.8%) | loss: 3.466647 | lrm: 1.00 | dt: 219ms | tok/sec: 1,195,706 | mfu: 41.4% | epoch: 1 | remaining: 261s    
step 00185 (12.9%) | loss: 3.461409 | lrm: 1.00 | dt: 223ms | tok/sec: 1,176,187 | mfu: 40.8% | epoch: 1 | remaining: 261s    
step 00186 (13.0%) | loss: 3.460950 | lrm: 1.00 | dt: 221ms | tok/sec: 1,185,279 | mfu: 41.1% | epoch: 1 | remaining: 261s    
step 00187 (13.0%) | loss: 3.461414 | lrm: 1.00 | dt: 221ms | tok/sec: 1,186,721 | mfu: 41.1% | epoch: 1 | remaining: 261s    
step 00188 (13.1%) | loss: 3.458341 | lrm: 1.00 | dt: 221ms | tok/sec: 1,188,015 | mfu: 41.2% | epoch: 1 | remaining: 260s    
step 00189 (13.2%) | loss: 3.455703 | lrm: 1.00 | dt: 221ms | tok/sec: 1,184,556 | mfu: 41.0% | epoch: 1 | remaining: 260s    
step 00190 (13.3%) | loss: 3.456231 | lrm: 1.00 | dt: 223ms | tok/sec: 1,174,035 | mfu: 40.7% | epoch: 1 | remaining: 260s    
step 00191 (13.3%) | loss: 3.456040 | lrm: 1.00 | dt: 221ms | tok/sec: 1,185,130 | mfu: 41.1% | epoch: 1 | remaining: 260s    
step 00192 (13.4%) | loss: 3.455784 | lrm: 1.00 | dt: 224ms | tok/sec: 1,169,026 | mfu: 40.5% | epoch: 1 | remaining: 260s    
step 00193 (13.5%) | loss: 3.457237 | lrm: 1.00 | dt: 222ms | tok/sec: 1,180,676 | mfu: 40.9% | epoch: 1 | remaining: 259s    
step 00194 (13.6%) | loss: 3.451908 | lrm: 1.00 | dt: 220ms | tok/sec: 1,191,125 | mfu: 41.3% | epoch: 1 | remaining: 259s    
step 00195 (13.6%) | loss: 3.447346 | lrm: 1.00 | dt: 220ms | tok/sec: 1,191,621 | mfu: 41.3% | epoch: 1 | remaining: 259s    
step 00196 (13.7%) | loss: 3.445761 | lrm: 1.00 | dt: 220ms | tok/sec: 1,192,465 | mfu: 41.3% | epoch: 1 | remaining: 259s    
step 00197 (13.8%) | loss: 3.446552 | lrm: 1.00 | dt: 221ms | tok/sec: 1,184,415 | mfu: 41.0% | epoch: 1 | remaining: 258s    
step 00198 (13.8%) | loss: 3.442082 | lrm: 1.00 | dt: 221ms | tok/sec: 1,188,093 | mfu: 41.2% | epoch: 1 | remaining: 258s    
step 00199 (13.9%) | loss: 3.438629 | lrm: 1.00 | dt: 222ms | tok/sec: 1,178,590 | mfu: 40.8% | epoch: 1 | remaining: 258s    
step 00200 (14.0%) | loss: 3.436225 | lrm: 1.00 | dt: 219ms | tok/sec: 1,196,929 | mfu: 41.5% | epoch: 1 | remaining: 258s    
step 00201 (14.1%) | loss: 3.434523 | lrm: 1.00 | dt: 221ms | tok/sec: 1,187,359 | mfu: 41.1% | epoch: 1 | remaining: 258s    
step 00202 (14.1%) | loss: 3.432217 | lrm: 1.00 | dt: 221ms | tok/sec: 1,188,415 | mfu: 41.2% | epoch: 1 | remaining: 257s    
step 00203 (14.2%) | loss: 3.425212 | lrm: 1.00 | dt: 223ms | tok/sec: 1,178,027 | mfu: 40.8% | epoch: 1 | remaining: 257s    
step 00204 (14.3%) | loss: 3.419629 | lrm: 1.00 | dt: 221ms | tok/sec: 1,184,678 | mfu: 41.1% | epoch: 1 | remaining: 257s    
step 00205 (14.4%) | loss: 3.417028 | lrm: 1.00 | dt: 222ms | tok/sec: 1,178,645 | mfu: 40.8% | epoch: 1 | remaining: 257s    
step 00206 (14.4%) | loss: 3.413140 | lrm: 1.00 | dt: 225ms | tok/sec: 1,164,819 | mfu: 40.4% | epoch: 1 | remaining: 256s    
step 00207 (14.5%) | loss: 3.412351 | lrm: 1.00 | dt: 222ms | tok/sec: 1,179,974 | mfu: 40.9% | epoch: 1 | remaining: 256s    
step 00208 (14.6%) | loss: 3.400329 | lrm: 1.00 | dt: 222ms | tok/sec: 1,180,627 | mfu: 40.9% | epoch: 1 | remaining: 256s    
step 00209 (14.7%) | loss: 3.392274 | lrm: 1.00 | dt: 218ms | tok/sec: 1,201,192 | mfu: 41.6% | epoch: 1 | remaining: 256s    
step 00210 (14.7%) | loss: 3.388375 | lrm: 1.00 | dt: 222ms | tok/sec: 1,183,070 | mfu: 41.0% | epoch: 1 | remaining: 256s    
step 00211 (14.8%) | loss: 3.389743 | lrm: 1.00 | dt: 222ms | tok/sec: 1,182,175 | mfu: 41.0% | epoch: 1 | remaining: 255s    
step 00212 (14.9%) | loss: 3.386379 | lrm: 1.00 | dt: 221ms | tok/sec: 1,185,549 | mfu: 41.1% | epoch: 1 | remaining: 255s    
step 00213 (15.0%) | loss: 3.388753 | lrm: 1.00 | dt: 219ms | tok/sec: 1,196,619 | mfu: 41.5% | epoch: 1 | remaining: 255s    
step 00214 (15.0%) | loss: 3.386764 | lrm: 1.00 | dt: 220ms | tok/sec: 1,189,466 | mfu: 41.2% | epoch: 1 | remaining: 255s    
step 00215 (15.1%) | loss: 3.383536 | lrm: 1.00 | dt: 223ms | tok/sec: 1,177,260 | mfu: 40.8% | epoch: 1 | remaining: 254s    
step 00216 (15.2%) | loss: 3.384834 | lrm: 1.00 | dt: 221ms | tok/sec: 1,185,773 | mfu: 41.1% | epoch: 1 | remaining: 254s    
step 00217 (15.2%) | loss: 3.386976 | lrm: 1.00 | dt: 222ms | tok/sec: 1,179,614 | mfu: 40.9% | epoch: 1 | remaining: 254s    
step 00218 (15.3%) | loss: 3.387086 | lrm: 1.00 | dt: 221ms | tok/sec: 1,186,182 | mfu: 41.1% | epoch: 1 | remaining: 254s    
step 00219 (15.4%) | loss: 3.381023 | lrm: 1.00 | dt: 223ms | tok/sec: 1,175,894 | mfu: 40.7% | epoch: 1 | remaining: 254s    
step 00220 (15.5%) | loss: 3.380804 | lrm: 1.00 | dt: 223ms | tok/sec: 1,172,921 | mfu: 40.6% | epoch: 1 | remaining: 253s    
step 00221 (15.5%) | loss: 3.380623 | lrm: 1.00 | dt: 221ms | tok/sec: 1,184,061 | mfu: 41.0% | epoch: 1 | remaining: 253s    
step 00222 (15.6%) | loss: 3.377535 | lrm: 1.00 | dt: 221ms | tok/sec: 1,187,248 | mfu: 41.1% | epoch: 1 | remaining: 253s    
step 00223 (15.7%) | loss: 3.379380 | lrm: 1.00 | dt: 221ms | tok/sec: 1,184,333 | mfu: 41.0% | epoch: 1 | remaining: 253s    
step 00224 (15.8%) | loss: 3.383860 | lrm: 1.00 | dt: 220ms | tok/sec: 1,192,341 | mfu: 41.3% | epoch: 1 | remaining: 252s    
step 00225 (15.8%) | loss: 3.384388 | lrm: 1.00 | dt: 219ms | tok/sec: 1,195,456 | mfu: 41.4% | epoch: 1 | remaining: 252s    
step 00226 (15.9%) | loss: 3.383389 | lrm: 1.00 | dt: 221ms | tok/sec: 1,188,413 | mfu: 41.2% | epoch: 1 | remaining: 252s    
step 00227 (16.0%) | loss: 3.378880 | lrm: 1.00 | dt: 220ms | tok/sec: 1,192,395 | mfu: 41.3% | epoch: 1 | remaining: 252s    
step 00228 (16.1%) | loss: 3.381776 | lrm: 1.00 | dt: 220ms | tok/sec: 1,189,903 | mfu: 41.2% | epoch: 1 | remaining: 252s    
step 00229 (16.1%) | loss: 3.375661 | lrm: 1.00 | dt: 220ms | tok/sec: 1,191,152 | mfu: 41.3% | epoch: 1 | remaining: 251s    
step 00230 (16.2%) | loss: 3.381043 | lrm: 1.00 | dt: 219ms | tok/sec: 1,195,687 | mfu: 41.4% | epoch: 1 | remaining: 251s    
step 00231 (16.3%) | loss: 3.382074 | lrm: 1.00 | dt: 221ms | tok/sec: 1,188,246 | mfu: 41.2% | epoch: 1 | remaining: 251s    
step 00232 (16.4%) | loss: 3.381665 | lrm: 1.00 | dt: 222ms | tok/sec: 1,182,820 | mfu: 41.0% | epoch: 1 | remaining: 251s    
step 00233 (16.4%) | loss: 3.378590 | lrm: 1.00 | dt: 221ms | tok/sec: 1,187,277 | mfu: 41.1% | epoch: 1 | remaining: 251s    
step 00234 (16.5%) | loss: 3.373407 | lrm: 1.00 | dt: 221ms | tok/sec: 1,184,141 | mfu: 41.0% | epoch: 1 | remaining: 250s    
step 00235 (16.6%) | loss: 3.375135 | lrm: 1.00 | dt: 219ms | tok/sec: 1,198,710 | mfu: 41.5% | epoch: 1 | remaining: 250s    
step 00236 (16.6%) | loss: 3.378070 | lrm: 1.00 | dt: 222ms | tok/sec: 1,181,743 | mfu: 41.0% | epoch: 1 | remaining: 250s    
step 00237 (16.7%) | loss: 3.377299 | lrm: 1.00 | dt: 223ms | tok/sec: 1,178,107 | mfu: 40.8% | epoch: 1 | remaining: 250s    
step 00238 (16.8%) | loss: 3.371843 | lrm: 1.00 | dt: 220ms | tok/sec: 1,191,368 | mfu: 41.3% | epoch: 1 | remaining: 249s    
step 00239 (16.9%) | loss: 3.368217 | lrm: 1.00 | dt: 222ms | tok/sec: 1,182,368 | mfu: 41.0% | epoch: 1 | remaining: 249s    
step 00240 (16.9%) | loss: 3.367898 | lrm: 1.00 | dt: 221ms | tok/sec: 1,184,964 | mfu: 41.1% | epoch: 1 | remaining: 249s    
step 00241 (17.0%) | loss: 3.367457 | lrm: 1.00 | dt: 222ms | tok/sec: 1,179,689 | mfu: 40.9% | epoch: 1 | remaining: 249s    
step 00242 (17.1%) | loss: 3.369071 | lrm: 1.00 | dt: 221ms | tok/sec: 1,188,472 | mfu: 41.2% | epoch: 1 | remaining: 249s    
step 00243 (17.2%) | loss: 3.364212 | lrm: 1.00 | dt: 222ms | tok/sec: 1,179,119 | mfu: 40.9% | epoch: 1 | remaining: 248s    
step 00244 (17.2%) | loss: 3.353746 | lrm: 1.00 | dt: 222ms | tok/sec: 1,180,088 | mfu: 40.9% | epoch: 1 | remaining: 248s    
step 00245 (17.3%) | loss: 3.346314 | lrm: 1.00 | dt: 221ms | tok/sec: 1,187,884 | mfu: 41.2% | epoch: 1 | remaining: 248s    
step 00246 (17.4%) | loss: 3.343681 | lrm: 1.00 | dt: 221ms | tok/sec: 1,184,644 | mfu: 41.1% | epoch: 1 | remaining: 248s    
step 00247 (17.5%) | loss: 3.342511 | lrm: 1.00 | dt: 218ms | tok/sec: 1,203,448 | mfu: 41.7% | epoch: 1 | remaining: 247s    
step 00248 (17.5%) | loss: 3.340966 | lrm: 1.00 | dt: 221ms | tok/sec: 1,183,966 | mfu: 41.0% | epoch: 1 | remaining: 247s    
step 00249 (17.6%) | loss: 3.343594 | lrm: 1.00 | dt: 220ms | tok/sec: 1,192,289 | mfu: 41.3% | epoch: 1 | remaining: 247s    
step 00250 (17.7%) | loss: 3.343918 | lrm: 1.00 | dt: 221ms | tok/sec: 1,184,447 | mfu: 41.0% | epoch: 1 | remaining: 247s    
step 00251 (17.8%) | loss: 3.344350 | lrm: 1.00 | dt: 220ms | tok/sec: 1,190,340 | mfu: 41.2% | epoch: 1 | remaining: 247s    
step 00252 (17.8%) | loss: 3.339177 | lrm: 1.00 | dt: 219ms | tok/sec: 1,199,053 | mfu: 41.6% | epoch: 1 | remaining: 246s    
step 00253 (17.9%) | loss: 3.337533 | lrm: 1.00 | dt: 220ms | tok/sec: 1,191,644 | mfu: 41.3% | epoch: 1 | remaining: 246s    
step 00254 (18.0%) | loss: 3.333624 | lrm: 1.00 | dt: 220ms | tok/sec: 1,191,368 | mfu: 41.3% | epoch: 1 | remaining: 246s    
step 00255 (18.0%) | loss: 3.336187 | lrm: 1.00 | dt: 222ms | tok/sec: 1,181,707 | mfu: 40.9% | epoch: 1 | remaining: 246s    
step 00256 (18.1%) | loss: 3.330307 | lrm: 1.00 | dt: 222ms | tok/sec: 1,181,858 | mfu: 41.0% | epoch: 1 | remaining: 245s    
step 00257 (18.2%) | loss: 3.328117 | lrm: 1.00 | dt: 223ms | tok/sec: 1,177,763 | mfu: 40.8% | epoch: 1 | remaining: 245s    
step 00258 (18.3%) | loss: 3.330352 | lrm: 1.00 | dt: 220ms | tok/sec: 1,193,552 | mfu: 41.4% | epoch: 1 | remaining: 245s    
step 00259 (18.3%) | loss: 3.327837 | lrm: 1.00 | dt: 223ms | tok/sec: 1,175,825 | mfu: 40.7% | epoch: 1 | remaining: 245s    
step 00260 (18.4%) | loss: 3.325159 | lrm: 1.00 | dt: 222ms | tok/sec: 1,180,095 | mfu: 40.9% | epoch: 1 | remaining: 245s    
step 00261 (18.5%) | loss: 3.323637 | lrm: 1.00 | dt: 221ms | tok/sec: 1,187,350 | mfu: 41.1% | epoch: 1 | remaining: 244s    
step 00262 (18.6%) | loss: 3.323801 | lrm: 1.00 | dt: 221ms | tok/sec: 1,187,677 | mfu: 41.2% | epoch: 1 | remaining: 244s    
step 00263 (18.6%) | loss: 3.321947 | lrm: 1.00 | dt: 223ms | tok/sec: 1,175,018 | mfu: 40.7% | epoch: 1 | remaining: 244s    
step 00264 (18.7%) | loss: 3.320331 | lrm: 1.00 | dt: 222ms | tok/sec: 1,181,862 | mfu: 41.0% | epoch: 1 | remaining: 244s    
step 00265 (18.8%) | loss: 3.319472 | lrm: 1.00 | dt: 219ms | tok/sec: 1,196,985 | mfu: 41.5% | epoch: 1 | remaining: 243s    
step 00266 (18.9%) | loss: 3.316828 | lrm: 1.00 | dt: 221ms | tok/sec: 1,185,947 | mfu: 41.1% | epoch: 1 | remaining: 243s    
step 00267 (18.9%) | loss: 3.314235 | lrm: 1.00 | dt: 219ms | tok/sec: 1,197,050 | mfu: 41.5% | epoch: 1 | remaining: 243s    
step 00268 (19.0%) | loss: 3.317086 | lrm: 1.00 | dt: 223ms | tok/sec: 1,174,103 | mfu: 40.7% | epoch: 1 | remaining: 243s    
step 00269 (19.1%) | loss: 3.315139 | lrm: 1.00 | dt: 220ms | tok/sec: 1,190,046 | mfu: 41.2% | epoch: 1 | remaining: 243s    
step 00270 (19.2%) | loss: 3.308985 | lrm: 1.00 | dt: 221ms | tok/sec: 1,188,270 | mfu: 41.2% | epoch: 1 | remaining: 242s    
step 00271 (19.2%) | loss: 3.310186 | lrm: 1.00 | dt: 218ms | tok/sec: 1,201,669 | mfu: 41.6% | epoch: 1 | remaining: 242s    
step 00272 (19.3%) | loss: 3.306434 | lrm: 1.00 | dt: 220ms | tok/sec: 1,192,500 | mfu: 41.3% | epoch: 1 | remaining: 242s    
step 00273 (19.4%) | loss: 3.303644 | lrm: 1.00 | dt: 222ms | tok/sec: 1,183,144 | mfu: 41.0% | epoch: 1 | remaining: 242s    
step 00274 (19.4%) | loss: 3.298733 | lrm: 1.00 | dt: 220ms | tok/sec: 1,193,533 | mfu: 41.4% | epoch: 1 | remaining: 241s    
step 00275 (19.5%) | loss: 3.299464 | lrm: 1.00 | dt: 221ms | tok/sec: 1,187,850 | mfu: 41.2% | epoch: 1 | remaining: 241s    
step 00276 (19.6%) | loss: 3.297399 | lrm: 1.00 | dt: 221ms | tok/sec: 1,188,178 | mfu: 41.2% | epoch: 1 | remaining: 241s    
step 00277 (19.7%) | loss: 3.292020 | lrm: 1.00 | dt: 220ms | tok/sec: 1,189,206 | mfu: 41.2% | epoch: 1 | remaining: 241s    
step 00278 (19.7%) | loss: 3.296590 | lrm: 1.00 | dt: 224ms | tok/sec: 1,172,592 | mfu: 40.6% | epoch: 1 | remaining: 241s    
step 00279 (19.8%) | loss: 3.291657 | lrm: 1.00 | dt: 221ms | tok/sec: 1,186,843 | mfu: 41.1% | epoch: 1 | remaining: 240s    
step 00280 (19.9%) | loss: 3.286016 | lrm: 1.00 | dt: 223ms | tok/sec: 1,175,032 | mfu: 40.7% | epoch: 1 | remaining: 240s    
step 00281 (20.0%) | loss: 3.284614 | lrm: 1.00 | dt: 222ms | tok/sec: 1,183,349 | mfu: 41.0% | epoch: 1 | remaining: 240s    
step 00282 (20.0%) | loss: 3.280643 | lrm: 1.00 | dt: 224ms | tok/sec: 1,171,596 | mfu: 40.6% | epoch: 1 | remaining: 240s    
step 00283 (20.1%) | loss: 3.279104 | lrm: 1.00 | dt: 221ms | tok/sec: 1,187,945 | mfu: 41.2% | epoch: 1 | remaining: 239s    
step 00284 (20.2%) | loss: 3.278648 | lrm: 1.00 | dt: 220ms | tok/sec: 1,189,030 | mfu: 41.2% | epoch: 1 | remaining: 239s    
step 00285 (20.3%) | loss: 3.279890 | lrm: 1.00 | dt: 220ms | tok/sec: 1,190,483 | mfu: 41.3% | epoch: 1 | remaining: 239s    
step 00286 (20.3%) | loss: 3.279960 | lrm: 1.00 | dt: 221ms | tok/sec: 1,186,257 | mfu: 41.1% | epoch: 1 | remaining: 239s    
step 00287 (20.4%) | loss: 3.281039 | lrm: 1.00 | dt: 221ms | tok/sec: 1,185,300 | mfu: 41.1% | epoch: 1 | remaining: 239s    
step 00288 (20.5%) | loss: 3.278063 | lrm: 1.00 | dt: 220ms | tok/sec: 1,192,662 | mfu: 41.3% | epoch: 1 | remaining: 238s    
step 00289 (20.5%) | loss: 3.276287 | lrm: 1.00 | dt: 220ms | tok/sec: 1,194,077 | mfu: 41.4% | epoch: 1 | remaining: 238s    
step 00290 (20.6%) | loss: 3.282772 | lrm: 1.00 | dt: 220ms | tok/sec: 1,190,451 | mfu: 41.3% | epoch: 1 | remaining: 238s    
step 00291 (20.7%) | loss: 3.282570 | lrm: 1.00 | dt: 220ms | tok/sec: 1,193,293 | mfu: 41.4% | epoch: 1 | remaining: 238s    
step 00292 (20.8%) | loss: 3.280535 | lrm: 1.00 | dt: 220ms | tok/sec: 1,190,072 | mfu: 41.2% | epoch: 1 | remaining: 237s    
step 00293 (20.8%) | loss: 3.281592 | lrm: 1.00 | dt: 220ms | tok/sec: 1,190,250 | mfu: 41.2% | epoch: 1 | remaining: 237s    
step 00294 (20.9%) | loss: 3.279914 | lrm: 1.00 | dt: 219ms | tok/sec: 1,195,922 | mfu: 41.4% | epoch: 1 | remaining: 237s    
step 00295 (21.0%) | loss: 3.282786 | lrm: 1.00 | dt: 219ms | tok/sec: 1,197,022 | mfu: 41.5% | epoch: 1 | remaining: 237s    
step 00296 (21.1%) | loss: 3.284898 | lrm: 1.00 | dt: 221ms | tok/sec: 1,187,714 | mfu: 41.2% | epoch: 1 | remaining: 237s    
step 00297 (21.1%) | loss: 3.287968 | lrm: 1.00 | dt: 220ms | tok/sec: 1,192,143 | mfu: 41.3% | epoch: 1 | remaining: 236s    
step 00298 (21.2%) | loss: 3.283298 | lrm: 1.00 | dt: 218ms | tok/sec: 1,202,912 | mfu: 41.7% | epoch: 1 | remaining: 236s    
step 00299 (21.3%) | loss: 3.282961 | lrm: 1.00 | dt: 221ms | tok/sec: 1,183,632 | mfu: 41.0% | epoch: 1 | remaining: 236s    
step 00300 (21.4%) | loss: 3.274903 | lrm: 1.00 | dt: 222ms | tok/sec: 1,180,999 | mfu: 40.9% | epoch: 1 | remaining: 236s    
step 00301 (21.4%) | loss: 3.270334 | lrm: 1.00 | dt: 220ms | tok/sec: 1,192,503 | mfu: 41.3% | epoch: 1 | remaining: 235s    
step 00302 (21.5%) | loss: 3.269195 | lrm: 1.00 | dt: 218ms | tok/sec: 1,203,064 | mfu: 41.7% | epoch: 1 | remaining: 235s    
step 00303 (21.6%) | loss: 3.269678 | lrm: 1.00 | dt: 220ms | tok/sec: 1,193,124 | mfu: 41.3% | epoch: 1 | remaining: 235s    
step 00304 (21.6%) | loss: 3.271089 | lrm: 1.00 | dt: 221ms | tok/sec: 1,184,764 | mfu: 41.1% | epoch: 1 | remaining: 235s    
step 00305 (21.7%) | loss: 3.269569 | lrm: 1.00 | dt: 223ms | tok/sec: 1,175,243 | mfu: 40.7% | epoch: 1 | remaining: 235s    
step 00306 (21.8%) | loss: 3.266418 | lrm: 1.00 | dt: 220ms | tok/sec: 1,191,850 | mfu: 41.3% | epoch: 1 | remaining: 234s    
